"DISTRITO","UNIDADE","TRIMESTRE","VALOR","ESPECIALIDADE","AREA"
"Sul","CS CANTO DA LAGOA","2013 Q4",687,"Médico e Enfermeiro",450
"Continente","CS CAPOEIRAS","2013 Q4",975,"Médico e Enfermeiro",60
"Sul","CS CARIANOS","2013 Q4",1141,"Médico e Enfermeiro",270
"Centro","CS CENTRO","2013 Q4",1384,"Médico e Enfermeiro",950
"Continente","CS COLONINHA","2013 Q4",962,"Médico e Enfermeiro",70
"Continente","CS COQUEIROS","2013 Q4",651,"Médico e Enfermeiro",600
"Centro","CS CÓRREGO GRANDE","2013 Q4",905,"Médico e Enfermeiro",170
"Sul","CS COSTA DA LAGOA","2013 Q4",577,"Médico e Enfermeiro",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",1034,"Médico e Enfermeiro",300
"Continente","CS ESTREITO","2013 Q4",796,"Médico e Enfermeiro",80
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4",952,"Médico e Enfermeiro",780
"Centro","CS ITACORUBI","2013 Q4",873,"Médico e Enfermeiro",190
"Continente","CS JARDIM ATLÂNTICO","2013 Q4",168,"Médico e Enfermeiro",10
"Centro","CS JOÃO PAULO","2013 Q4",1557,"Médico e Enfermeiro",320
"Norte","CS JURERE","2013 Q4",921,"Médico e Enfermeiro",390
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",855,"Médico e Enfermeiro",470
"Continente","CS MONTE CRISTO","2013 Q4",820,"Médico e Enfermeiro",40
"Centro","CS MONTE SERRAT","2013 Q4",1343,"Médico e Enfermeiro",120
"Sul","CS MORRO DAS PEDRAS","2013 Q4",752,"Médico e Enfermeiro",250
"Continente","CS NOVO CONTINENTE","2013 Q4",516,"Médico e Enfermeiro",100
"Centro","CS PANTANAL","2013 Q4",963,"Médico e Enfermeiro",160
"Sul","CS PANTANO DO SUL","2013 Q4",1081,"Médico e Enfermeiro",230
"Norte","CS PONTA DAS CANAS","2013 Q4",836,"Médico e Enfermeiro",370
"Centro","CS PRAINHA","2013 Q4",748,"Médico e Enfermeiro",130
"Norte","CS RATONES","2013 Q4",682,"Médico e Enfermeiro",350
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4",1011,"Médico e Enfermeiro",220
"Sul","CS RIO TAVARES","2013 Q4",838,"Médico e Enfermeiro",290
"Norte","CS RIO VERMELHO","2013 Q4",997,"Médico e Enfermeiro",420
"Centro","CS SACO DOS LIMÕES","2013 Q4",638,"Médico e Enfermeiro",310
"Norte","CS SACO GRANDE","2013 Q4",1340,"Médico e Enfermeiro",330
"Norte","CS SANTINHO","2013 Q4",711,"Médico e Enfermeiro",980
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4",913,"Médico e Enfermeiro",360
"Continente","CS SAPE","2013 Q4",613,"Médico e Enfermeiro",30
"Sul","CS TAPERA","2013 Q4",1418,"Médico e Enfermeiro",260
"Centro","CS TRINDADE","2013 Q4",637,"Médico e Enfermeiro",850
"Norte","CS VARGEM GRANDE","2013 Q4",200,"Médico e Enfermeiro",410
"Norte","CS VARGEM PEQUENA","2013 Q4",693,"Médico e Enfermeiro",340
"Continente","CS VILA APARECIDA","2013 Q4",532,"Médico e Enfermeiro",90
"Continente","CS ABRAÃO","2013 Q4",593,"Médico e Enfermeiro",571
"Centro","CS AGRONÔMICA","2013 Q4",849,"Médico e Enfermeiro",691
"Sul","CS ARMAÇÃO","2013 Q4",921,"Médico e Enfermeiro",241
"Continente","CS BALNEÁRIO","2013 Q4",867,"Médico e Enfermeiro",21
"Norte","CS BARRA DA LAGOA","2013 Q4",1122,"Médico e Enfermeiro",441
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4",848,"Médico e Enfermeiro",401
"Sul","CS CAMPECHE","2013 Q4",1108,"Médico e Enfermeiro",281
"Norte","CS CANASVIEIRAS","2013 Q4",886,"Médico e Enfermeiro",381
"Continente","CS CAPOEIRAS","2013 Q4",724,"Médico e Enfermeiro",61
"Sul","CS CARIANOS","2013 Q4",1480,"Médico e Enfermeiro",271
"Centro","CS CENTRO","2013 Q4",764,"Médico e Enfermeiro",951
"Continente","CS COLONINHA","2013 Q4",859,"Médico e Enfermeiro",71
"Continente","CS COQUEIROS","2013 Q4",858,"Médico e Enfermeiro",601
"Centro","CS CÓRREGO GRANDE","2013 Q4",636,"Médico e Enfermeiro",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",1120,"Médico e Enfermeiro",301
"Continente","CS ESTREITO","2013 Q4",577,"Médico e Enfermeiro",81
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4",1130,"Médico e Enfermeiro",781
"Norte","CS INGLESES","2013 Q4",616,"Médico e Enfermeiro",431
"Centro","CS ITACORUBI","2013 Q4",1034,"Médico e Enfermeiro",191
"Continente","CS JARDIM ATLÂNTICO","2013 Q4",140,"Médico e Enfermeiro",11
"Centro","CS JOÃO PAULO","2013 Q4",986,"Médico e Enfermeiro",321
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",655,"Médico e Enfermeiro",471
"Continente","CS MONTE CRISTO","2013 Q4",1109,"Médico e Enfermeiro",41
"Centro","CS MONTE SERRAT","2013 Q4",719,"Médico e Enfermeiro",121
"Sul","CS MORRO DAS PEDRAS","2013 Q4",873,"Médico e Enfermeiro",251
"Continente","CS NOVO CONTINENTE","2013 Q4",452,"Médico e Enfermeiro",101
"Centro","CS PANTANAL","2013 Q4",822,"Médico e Enfermeiro",161
"Norte","CS PONTA DAS CANAS","2013 Q4",295,"Médico e Enfermeiro",371
"Centro","CS PRAINHA","2013 Q4",691,"Médico e Enfermeiro",131
"Norte","CS RATONES","2013 Q4",323,"Médico e Enfermeiro",351
"Sul","CS RIO TAVARES","2013 Q4",569,"Médico e Enfermeiro",291
"Norte","CS RIO VERMELHO","2013 Q4",836,"Médico e Enfermeiro",421
"Centro","CS SACO DOS LIMÕES","2013 Q4",928,"Médico e Enfermeiro",311
"Norte","CS SACO GRANDE","2013 Q4",1274,"Médico e Enfermeiro",331
"Norte","CS SANTINHO","2013 Q4",915,"Médico e Enfermeiro",981
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4",1009,"Médico e Enfermeiro",361
"Continente","CS SAPE","2013 Q4",656,"Médico e Enfermeiro",31
"Sul","CS TAPERA","2013 Q4",1186,"Médico e Enfermeiro",261
"Centro","CS TRINDADE","2013 Q4",782,"Médico e Enfermeiro",851
"Norte","CS VARGEM GRANDE","2013 Q4",0,"Médico e Enfermeiro",NA
"Continente","CS VILA APARECIDA","2013 Q4",368,"Médico e Enfermeiro",91
"Continente","CS ABRAÃO","2013 Q4",480,"Médico e Enfermeiro",572
"Centro","CS AGRONÔMICA","2013 Q4",846,"Médico e Enfermeiro",692
"Sul","CS ARMAÇÃO","2013 Q4",210,"Médico e Enfermeiro",242
"Norte","CS BARRA DA LAGOA","2013 Q4",280,"Médico e Enfermeiro",442
"Norte","CS CANASVIEIRAS","2013 Q4",640,"Médico e Enfermeiro",382
"Continente","CS CAPOEIRAS","2013 Q4",471,"Médico e Enfermeiro",62
"Sul","CS CARIANOS","2013 Q4",158,"Médico e Enfermeiro",272
"Centro","CS CENTRO","2013 Q4",912,"Médico e Enfermeiro",952
"Continente","CS COLONINHA","2013 Q4",1002,"Médico e Enfermeiro",72
"Continente","CS COQUEIROS","2013 Q4",923,"Médico e Enfermeiro",602
"Centro","CS CÓRREGO GRANDE","2013 Q4",341,"Médico e Enfermeiro",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",898,"Médico e Enfermeiro",302
"Continente","CS ESTREITO","2013 Q4",654,"Médico e Enfermeiro",82
"Norte","CS INGLESES","2013 Q4",1141,"Médico e Enfermeiro",432
"Centro","CS ITACORUBI","2013 Q4",1016,"Médico e Enfermeiro",192
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",665,"Médico e Enfermeiro",472
"Continente","CS MONTE CRISTO","2013 Q4",494,"Médico e Enfermeiro",42
"Centro","CS MONTE SERRAT","2013 Q4",1220,"Médico e Enfermeiro",122
"Continente","CS NOVO CONTINENTE","2013 Q4",452,"Médico e Enfermeiro",102
"Centro","CS PRAINHA","2013 Q4",955,"Médico e Enfermeiro",132
"Sul","CS RIO TAVARES","2013 Q4",278,"Médico e Enfermeiro",292
"Norte","CS RIO VERMELHO","2013 Q4",645,"Médico e Enfermeiro",422
"Centro","CS SACO DOS LIMÕES","2013 Q4",1288,"Médico e Enfermeiro",312
"Norte","CS SACO GRANDE","2013 Q4",1451,"Médico e Enfermeiro",332
"Sul","CS TAPERA","2013 Q4",1441,"Médico e Enfermeiro",262
"Centro","CS TRINDADE","2013 Q4",817,"Médico e Enfermeiro",852
"Centro","CS AGRONÔMICA","2013 Q4",872,"Médico e Enfermeiro",693
"Norte","CS CANASVIEIRAS","2013 Q4",658,"Médico e Enfermeiro",383
"Continente","CS ESTREITO","2013 Q4",781,"Médico e Enfermeiro",83
"Norte","CS INGLESES","2013 Q4",986,"Médico e Enfermeiro",433
"Centro","CS ITACORUBI","2013 Q4",645,"Médico e Enfermeiro",193
"Continente","CS MONTE CRISTO","2013 Q4",687,"Médico e Enfermeiro",43
"Sul","CS RIO TAVARES","2013 Q4",136,"Médico e Enfermeiro",293
"Norte","CS RIO VERMELHO","2013 Q4",744,"Médico e Enfermeiro",423
"Centro","CS SACO DOS LIMÕES","2013 Q4",211,"Médico e Enfermeiro",313
"Norte","CS SACO GRANDE","2013 Q4",1142,"Médico e Enfermeiro",333
"Sul","CS TAPERA","2013 Q4",1439,"Médico e Enfermeiro",263
"Centro","CS TRINDADE","2013 Q4",655,"Médico e Enfermeiro",853
"Centro","CS SACO DOS LIMÕES","2013 Q4",14,"Médico e Enfermeiro",NA
"Norte","CS CANASVIEIRAS","2013 Q4",717,"Médico e Enfermeiro",384
"Norte","CS INGLESES","2013 Q4",574,"Médico e Enfermeiro",434
"Continente","CS MONTE CRISTO","2013 Q4",1113,"Médico e Enfermeiro",44
"Norte","CS RIO VERMELHO","2013 Q4",423,"Médico e Enfermeiro",424
"Centro","CS SACO DOS LIMÕES","2013 Q4",104,"Médico e Enfermeiro",314
"Norte","CS SACO GRANDE","2013 Q4",1201,"Médico e Enfermeiro",334
"Centro","CS TRINDADE","2013 Q4",538,"Médico e Enfermeiro",854
"Norte","CS INGLESES","2013 Q4",842,"Médico e Enfermeiro",435
"Continente","CS MONTE CRISTO","2013 Q4",722,"Médico e Enfermeiro",45
"Norte","CS SACO GRANDE","2013 Q4",1103,"Médico e Enfermeiro",335
"Centro","CS TRINDADE","2013 Q4",103,"Médico e Enfermeiro",NA
"Norte","CS INGLESES","2013 Q4",1162,"Médico e Enfermeiro",436
"Continente","CS MONTE CRISTO","2013 Q4",237,"Médico e Enfermeiro",46
"Norte","CS INGLESES","2013 Q4",261,"Médico e Enfermeiro",437
"Norte","CS INGLESES","2013 Q4",223,"Médico e Enfermeiro",438
"Continente","CS ABRAÃO","2014 Q1",833,"Médico e Enfermeiro",570
"Centro","CS AGRONÔMICA","2014 Q1",1184,"Médico e Enfermeiro",690
"Sul","CS ALTO RIBEIRÃO","2014 Q1",1724,"Médico e Enfermeiro",210
"Sul","CS ARMAÇÃO","2014 Q1",1142,"Médico e Enfermeiro",240
"Continente","CS BALNEÁRIO","2014 Q1",612,"Médico e Enfermeiro",20
"Norte","CS BARRA DA LAGOA","2014 Q1",1045,"Médico e Enfermeiro",440
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1",962,"Médico e Enfermeiro",400
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1",891,"Médico e Enfermeiro",200
"Sul","CS CAMPECHE","2014 Q1",1462,"Médico e Enfermeiro",280
"Norte","CS CANASVIEIRAS","2014 Q1",792,"Médico e Enfermeiro",380
"Sul","CS CANTO DA LAGOA","2014 Q1",695,"Médico e Enfermeiro",450
"Continente","CS CAPOEIRAS","2014 Q1",1019,"Médico e Enfermeiro",60
"Sul","CS CARIANOS","2014 Q1",1140,"Médico e Enfermeiro",270
"Centro","CS CENTRO","2014 Q1",1515,"Médico e Enfermeiro",950
"Continente","CS COLONINHA","2014 Q1",925,"Médico e Enfermeiro",70
"Continente","CS COQUEIROS","2014 Q1",622,"Médico e Enfermeiro",600
"Centro","CS CÓRREGO GRANDE","2014 Q1",977,"Médico e Enfermeiro",170
"Sul","CS COSTA DA LAGOA","2014 Q1",558,"Médico e Enfermeiro",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",1283,"Médico e Enfermeiro",300
"Continente","CS ESTREITO","2014 Q1",730,"Médico e Enfermeiro",80
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1",1104,"Médico e Enfermeiro",780
"Centro","CS ITACORUBI","2014 Q1",952,"Médico e Enfermeiro",190
"Continente","CS JARDIM ATLÂNTICO","2014 Q1",129,"Médico e Enfermeiro",10
"Centro","CS JOÃO PAULO","2014 Q1",1753,"Médico e Enfermeiro",320
"Norte","CS JURERE","2014 Q1",1022,"Médico e Enfermeiro",390
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",1080,"Médico e Enfermeiro",470
"Continente","CS MONTE CRISTO","2014 Q1",931,"Médico e Enfermeiro",40
"Centro","CS MONTE SERRAT","2014 Q1",1287,"Médico e Enfermeiro",120
"Sul","CS MORRO DAS PEDRAS","2014 Q1",929,"Médico e Enfermeiro",250
"Continente","CS NOVO CONTINENTE","2014 Q1",572,"Médico e Enfermeiro",100
"Centro","CS PANTANAL","2014 Q1",1074,"Médico e Enfermeiro",160
"Sul","CS PANTANO DO SUL","2014 Q1",1229,"Médico e Enfermeiro",230
"Norte","CS PONTA DAS CANAS","2014 Q1",883,"Médico e Enfermeiro",370
"Centro","CS PRAINHA","2014 Q1",1006,"Médico e Enfermeiro",130
"Norte","CS RATONES","2014 Q1",627,"Médico e Enfermeiro",350
"Sul","CS RIBEIRÃO DA ILHA","2014 Q1",921,"Médico e Enfermeiro",220
"Sul","CS RIO TAVARES","2014 Q1",945,"Médico e Enfermeiro",290
"Norte","CS RIO VERMELHO","2014 Q1",1185,"Médico e Enfermeiro",420
"Centro","CS SACO DOS LIMÕES","2014 Q1",810,"Médico e Enfermeiro",310
"Norte","CS SACO GRANDE","2014 Q1",1485,"Médico e Enfermeiro",330
"Norte","CS SANTINHO","2014 Q1",805,"Médico e Enfermeiro",980
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1",1130,"Médico e Enfermeiro",360
"Continente","CS SAPE","2014 Q1",754,"Médico e Enfermeiro",30
"Sul","CS TAPERA","2014 Q1",1658,"Médico e Enfermeiro",260
"Centro","CS TRINDADE","2014 Q1",790,"Médico e Enfermeiro",850
"Norte","CS VARGEM GRANDE","2014 Q1",251,"Médico e Enfermeiro",410
"Norte","CS VARGEM PEQUENA","2014 Q1",798,"Médico e Enfermeiro",340
"Continente","CS VILA APARECIDA","2014 Q1",463,"Médico e Enfermeiro",90
"Continente","CS ABRAÃO","2014 Q1",574,"Médico e Enfermeiro",571
"Centro","CS AGRONÔMICA","2014 Q1",893,"Médico e Enfermeiro",691
"Sul","CS ARMAÇÃO","2014 Q1",997,"Médico e Enfermeiro",241
"Continente","CS BALNEÁRIO","2014 Q1",771,"Médico e Enfermeiro",21
"Norte","CS BARRA DA LAGOA","2014 Q1",1265,"Médico e Enfermeiro",441
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1",885,"Médico e Enfermeiro",401
"Sul","CS CAMPECHE","2014 Q1",1178,"Médico e Enfermeiro",281
"Norte","CS CANASVIEIRAS","2014 Q1",1011,"Médico e Enfermeiro",381
"Continente","CS CAPOEIRAS","2014 Q1",769,"Médico e Enfermeiro",61
"Sul","CS CARIANOS","2014 Q1",1306,"Médico e Enfermeiro",271
"Centro","CS CENTRO","2014 Q1",716,"Médico e Enfermeiro",951
"Continente","CS COLONINHA","2014 Q1",921,"Médico e Enfermeiro",71
"Continente","CS COQUEIROS","2014 Q1",851,"Médico e Enfermeiro",601
"Centro","CS CÓRREGO GRANDE","2014 Q1",714,"Médico e Enfermeiro",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",1316,"Médico e Enfermeiro",301
"Continente","CS ESTREITO","2014 Q1",740,"Médico e Enfermeiro",81
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1",1136,"Médico e Enfermeiro",781
"Norte","CS INGLESES","2014 Q1",817,"Médico e Enfermeiro",431
"Centro","CS ITACORUBI","2014 Q1",1098,"Médico e Enfermeiro",191
"Continente","CS JARDIM ATLÂNTICO","2014 Q1",129,"Médico e Enfermeiro",11
"Centro","CS JOÃO PAULO","2014 Q1",1013,"Médico e Enfermeiro",321
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",898,"Médico e Enfermeiro",471
"Continente","CS MONTE CRISTO","2014 Q1",1248,"Médico e Enfermeiro",41
"Centro","CS MONTE SERRAT","2014 Q1",753,"Médico e Enfermeiro",121
"Sul","CS MORRO DAS PEDRAS","2014 Q1",1240,"Médico e Enfermeiro",251
"Continente","CS NOVO CONTINENTE","2014 Q1",506,"Médico e Enfermeiro",101
"Centro","CS PANTANAL","2014 Q1",804,"Médico e Enfermeiro",161
"Norte","CS PONTA DAS CANAS","2014 Q1",315,"Médico e Enfermeiro",371
"Centro","CS PRAINHA","2014 Q1",951,"Médico e Enfermeiro",131
"Norte","CS RATONES","2014 Q1",326,"Médico e Enfermeiro",351
"Sul","CS RIO TAVARES","2014 Q1",681,"Médico e Enfermeiro",291
"Norte","CS RIO VERMELHO","2014 Q1",980,"Médico e Enfermeiro",421
"Centro","CS SACO DOS LIMÕES","2014 Q1",1134,"Médico e Enfermeiro",311
"Norte","CS SACO GRANDE","2014 Q1",1550,"Médico e Enfermeiro",331
"Norte","CS SANTINHO","2014 Q1",956,"Médico e Enfermeiro",981
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1",1364,"Médico e Enfermeiro",361
"Continente","CS SAPE","2014 Q1",754,"Médico e Enfermeiro",31
"Sul","CS TAPERA","2014 Q1",1442,"Médico e Enfermeiro",261
"Centro","CS TRINDADE","2014 Q1",950,"Médico e Enfermeiro",851
"Norte","CS VARGEM GRANDE","2014 Q1",0,"Médico e Enfermeiro",NA
"Continente","CS VILA APARECIDA","2014 Q1",338,"Médico e Enfermeiro",91
"Continente","CS ABRAÃO","2014 Q1",456,"Médico e Enfermeiro",572
"Centro","CS AGRONÔMICA","2014 Q1",1011,"Médico e Enfermeiro",692
"Sul","CS ARMAÇÃO","2014 Q1",257,"Médico e Enfermeiro",242
"Norte","CS BARRA DA LAGOA","2014 Q1",304,"Médico e Enfermeiro",442
"Norte","CS CANASVIEIRAS","2014 Q1",745,"Médico e Enfermeiro",382
"Continente","CS CAPOEIRAS","2014 Q1",495,"Médico e Enfermeiro",62
"Sul","CS CARIANOS","2014 Q1",155,"Médico e Enfermeiro",272
"Centro","CS CENTRO","2014 Q1",939,"Médico e Enfermeiro",952
"Continente","CS COLONINHA","2014 Q1",1055,"Médico e Enfermeiro",72
"Continente","CS COQUEIROS","2014 Q1",874,"Médico e Enfermeiro",602
"Centro","CS CÓRREGO GRANDE","2014 Q1",410,"Médico e Enfermeiro",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",897,"Médico e Enfermeiro",302
"Continente","CS ESTREITO","2014 Q1",681,"Médico e Enfermeiro",82
"Norte","CS INGLESES","2014 Q1",1369,"Médico e Enfermeiro",432
"Centro","CS ITACORUBI","2014 Q1",1090,"Médico e Enfermeiro",192
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",950,"Médico e Enfermeiro",472
"Continente","CS MONTE CRISTO","2014 Q1",596,"Médico e Enfermeiro",42
"Centro","CS MONTE SERRAT","2014 Q1",1297,"Médico e Enfermeiro",122
"Continente","CS NOVO CONTINENTE","2014 Q1",414,"Médico e Enfermeiro",102
"Centro","CS PRAINHA","2014 Q1",1450,"Médico e Enfermeiro",132
"Sul","CS RIO TAVARES","2014 Q1",335,"Médico e Enfermeiro",292
"Norte","CS RIO VERMELHO","2014 Q1",714,"Médico e Enfermeiro",422
"Centro","CS SACO DOS LIMÕES","2014 Q1",1506,"Médico e Enfermeiro",312
"Norte","CS SACO GRANDE","2014 Q1",1746,"Médico e Enfermeiro",332
"Sul","CS TAPERA","2014 Q1",1841,"Médico e Enfermeiro",262
"Centro","CS TRINDADE","2014 Q1",926,"Médico e Enfermeiro",852
"Centro","CS AGRONÔMICA","2014 Q1",1127,"Médico e Enfermeiro",693
"Norte","CS CANASVIEIRAS","2014 Q1",818,"Médico e Enfermeiro",383
"Continente","CS ESTREITO","2014 Q1",733,"Médico e Enfermeiro",83
"Norte","CS INGLESES","2014 Q1",1189,"Médico e Enfermeiro",433
"Centro","CS ITACORUBI","2014 Q1",596,"Médico e Enfermeiro",193
"Continente","CS MONTE CRISTO","2014 Q1",771,"Médico e Enfermeiro",43
"Sul","CS RIO TAVARES","2014 Q1",158,"Médico e Enfermeiro",293
"Norte","CS RIO VERMELHO","2014 Q1",878,"Médico e Enfermeiro",423
"Centro","CS SACO DOS LIMÕES","2014 Q1",215,"Médico e Enfermeiro",313
"Norte","CS SACO GRANDE","2014 Q1",1340,"Médico e Enfermeiro",333
"Sul","CS TAPERA","2014 Q1",1861,"Médico e Enfermeiro",263
"Centro","CS TRINDADE","2014 Q1",646,"Médico e Enfermeiro",853
"Centro","CS SACO DOS LIMÕES","2014 Q1",8,"Médico e Enfermeiro",NA
"Norte","CS CANASVIEIRAS","2014 Q1",799,"Médico e Enfermeiro",384
"Norte","CS INGLESES","2014 Q1",788,"Médico e Enfermeiro",434
"Continente","CS MONTE CRISTO","2014 Q1",1290,"Médico e Enfermeiro",44
"Norte","CS RIO VERMELHO","2014 Q1",564,"Médico e Enfermeiro",424
"Centro","CS SACO DOS LIMÕES","2014 Q1",132,"Médico e Enfermeiro",314
"Norte","CS SACO GRANDE","2014 Q1",1477,"Médico e Enfermeiro",334
"Centro","CS TRINDADE","2014 Q1",606,"Médico e Enfermeiro",854
"Norte","CS INGLESES","2014 Q1",1075,"Médico e Enfermeiro",435
"Continente","CS MONTE CRISTO","2014 Q1",815,"Médico e Enfermeiro",45
"Norte","CS SACO GRANDE","2014 Q1",1437,"Médico e Enfermeiro",335
"Centro","CS TRINDADE","2014 Q1",136,"Médico e Enfermeiro",NA
"Norte","CS INGLESES","2014 Q1",1285,"Médico e Enfermeiro",436
"Continente","CS MONTE CRISTO","2014 Q1",296,"Médico e Enfermeiro",46
"Norte","CS INGLESES","2014 Q1",351,"Médico e Enfermeiro",437
"Norte","CS INGLESES","2014 Q1",268,"Médico e Enfermeiro",438
"Continente","CS ABRAÃO","2014 Q2",800,"Médico e Enfermeiro",570
"Centro","CS AGRONÔMICA","2014 Q2",1333,"Médico e Enfermeiro",690
"Sul","CS ALTO RIBEIRÃO","2014 Q2",1864,"Médico e Enfermeiro",210
"Sul","CS ARMAÇÃO","2014 Q2",1230,"Médico e Enfermeiro",240
"Continente","CS BALNEÁRIO","2014 Q2",629,"Médico e Enfermeiro",20
"Norte","CS BARRA DA LAGOA","2014 Q2",924,"Médico e Enfermeiro",440
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2",1103,"Médico e Enfermeiro",400
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q2",825,"Médico e Enfermeiro",200
"Sul","CS CAMPECHE","2014 Q2",1319,"Médico e Enfermeiro",280
"Norte","CS CANASVIEIRAS","2014 Q2",821,"Médico e Enfermeiro",380
"Sul","CS CANTO DA LAGOA","2014 Q2",838,"Médico e Enfermeiro",450
"Continente","CS CAPOEIRAS","2014 Q2",699,"Médico e Enfermeiro",60
"Sul","CS CARIANOS","2014 Q2",1150,"Médico e Enfermeiro",270
"Centro","CS CENTRO","2014 Q2",1551,"Médico e Enfermeiro",950
"Continente","CS COLONINHA","2014 Q2",937,"Médico e Enfermeiro",70
"Continente","CS COQUEIROS","2014 Q2",762,"Médico e Enfermeiro",600
"Centro","CS CÓRREGO GRANDE","2014 Q2",977,"Médico e Enfermeiro",170
"Sul","CS COSTA DA LAGOA","2014 Q2",588,"Médico e Enfermeiro",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2",1256,"Médico e Enfermeiro",300
"Continente","CS ESTREITO","2014 Q2",751,"Médico e Enfermeiro",80
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q2",1047,"Médico e Enfermeiro",780
"Centro","CS ITACORUBI","2014 Q2",903,"Médico e Enfermeiro",190
"Continente","CS JARDIM ATLÂNTICO","2014 Q2",442,"Médico e Enfermeiro",10
"Centro","CS JOÃO PAULO","2014 Q2",1821,"Médico e Enfermeiro",320
"Norte","CS JURERE","2014 Q2",958,"Médico e Enfermeiro",390
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2",1246,"Médico e Enfermeiro",470
"Continente","CS MONTE CRISTO","2014 Q2",1057,"Médico e Enfermeiro",40
"Centro","CS MONTE SERRAT","2014 Q2",1324,"Médico e Enfermeiro",120
"Sul","CS MORRO DAS PEDRAS","2014 Q2",869,"Médico e Enfermeiro",250
"Continente","CS NOVO CONTINENTE","2014 Q2",782,"Médico e Enfermeiro",100
"Centro","CS PANTANAL","2014 Q2",1154,"Médico e Enfermeiro",160
"Sul","CS PANTANO DO SUL","2014 Q2",1237,"Médico e Enfermeiro",230
"Norte","CS PONTA DAS CANAS","2014 Q2",768,"Médico e Enfermeiro",370
"Centro","CS PRAINHA","2014 Q2",967,"Médico e Enfermeiro",130
"Norte","CS RATONES","2014 Q2",765,"Médico e Enfermeiro",350
"Sul","CS RIBEIRÃO DA ILHA","2014 Q2",1105,"Médico e Enfermeiro",220
"Sul","CS RIO TAVARES","2014 Q2",1308,"Médico e Enfermeiro",290
"Norte","CS RIO VERMELHO","2014 Q2",1221,"Médico e Enfermeiro",420
"Centro","CS SACO DOS LIMÕES","2014 Q2",793,"Médico e Enfermeiro",310
"Norte","CS SACO GRANDE","2014 Q2",852,"Médico e Enfermeiro",330
"Norte","CS SANTINHO","2014 Q2",763,"Médico e Enfermeiro",980
"Norte","CS SANTO ANTONIO LISBOA","2014 Q2",989,"Médico e Enfermeiro",360
"Continente","CS SAPE","2014 Q2",684,"Médico e Enfermeiro",30
"Sul","CS TAPERA","2014 Q2",1612,"Médico e Enfermeiro",260
"Centro","CS TRINDADE","2014 Q2",793,"Médico e Enfermeiro",850
"Norte","CS VARGEM GRANDE","2014 Q2",255,"Médico e Enfermeiro",410
"Norte","CS VARGEM PEQUENA","2014 Q2",705,"Médico e Enfermeiro",340
"Continente","CS VILA APARECIDA","2014 Q2",593,"Médico e Enfermeiro",90
"Continente","CS ABRAÃO","2014 Q2",663,"Médico e Enfermeiro",571
"Centro","CS AGRONÔMICA","2014 Q2",1062,"Médico e Enfermeiro",691
"Sul","CS ARMAÇÃO","2014 Q2",1071,"Médico e Enfermeiro",241
"Continente","CS BALNEÁRIO","2014 Q2",782,"Médico e Enfermeiro",21
"Norte","CS BARRA DA LAGOA","2014 Q2",1237,"Médico e Enfermeiro",441
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2",1005,"Médico e Enfermeiro",401
"Sul","CS CAMPECHE","2014 Q2",1088,"Médico e Enfermeiro",281
"Norte","CS CANASVIEIRAS","2014 Q2",1029,"Médico e Enfermeiro",381
"Continente","CS CAPOEIRAS","2014 Q2",611,"Médico e Enfermeiro",61
"Sul","CS CARIANOS","2014 Q2",1412,"Médico e Enfermeiro",271
"Centro","CS CENTRO","2014 Q2",816,"Médico e Enfermeiro",951
"Continente","CS COLONINHA","2014 Q2",909,"Médico e Enfermeiro",71
"Continente","CS COQUEIROS","2014 Q2",1061,"Médico e Enfermeiro",601
