"DISTRITO","UNIDADE","TRIMESTRE","ESPECIALIDADE","VALOR"
"Continente","CS COQUEIROS","2014 Q4","Médico e Enfermeiro",2831
"Centro","CS CÓRREGO GRANDE","2014 Q4","Médico e Enfermeiro",1953
"Sul","CS COSTA DA LAGOA","2014 Q4","Médico e Enfermeiro",577
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q4","Médico e Enfermeiro",3529
"Continente","CS ESTREITO","2014 Q4","Médico e Enfermeiro",2661
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q4","Médico e Enfermeiro",2141
"Norte","CS INGLESES","2014 Q4","Médico e Enfermeiro",7526
"Centro","CS ITACORUBI","2014 Q4","Médico e Enfermeiro",3956
"Continente","CS JARDIM ATLÂNTICO","2014 Q4","Médico e Enfermeiro",873
"Centro","CS JOÃO PAULO","2014 Q4","Médico e Enfermeiro",2870
"Norte","CS JURERE","2014 Q4","Médico e Enfermeiro",960
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q4","Médico e Enfermeiro",3524
"Continente","CS MONTE CRISTO","2014 Q4","Médico e Enfermeiro",6977
"Centro","CS MONTE SERRAT","2014 Q4","Médico e Enfermeiro",2602
"Sul","CS MORRO DAS PEDRAS","2014 Q4","Médico e Enfermeiro",2035
"Continente","CS NOVO CONTINENTE","2014 Q4","Médico e Enfermeiro",1451
"Centro","CS PANTANAL","2014 Q4","Médico e Enfermeiro",1976
"Sul","CS PANTANO DO SUL","2014 Q4","Médico e Enfermeiro",1086
"Norte","CS PONTA DAS CANAS","2014 Q4","Médico e Enfermeiro",1249
"Centro","CS PRAINHA","2014 Q4","Médico e Enfermeiro",2533
"Norte","CS RATONES","2014 Q4","Médico e Enfermeiro",1105
"Sul","CS RIBEIRÃO DA ILHA","2014 Q4","Médico e Enfermeiro",1025
"Sul","CS RIO TAVARES","2014 Q4","Médico e Enfermeiro",2770
"Norte","CS RIO VERMELHO","2014 Q4","Médico e Enfermeiro",5195
"Centro","CS SACO DOS LIMÕES","2014 Q4","Médico e Enfermeiro",3185
"Norte","CS SACO GRANDE","2014 Q4","Médico e Enfermeiro",7963
"Norte","CS SANTINHO","2014 Q4","Médico e Enfermeiro",2046
"Norte","CS SANTO ANTONIO LISBOA","2014 Q4","Médico e Enfermeiro",2542
"Continente","CS SAPE","2014 Q4","Médico e Enfermeiro",1658
"Sul","CS TAPERA","2014 Q4","Médico e Enfermeiro",6023
"Centro","CS TRINDADE","2014 Q4","Médico e Enfermeiro",5080
"Norte","CS VARGEM GRANDE","2014 Q4","Médico e Enfermeiro",430
"Norte","CS VARGEM PEQUENA","2014 Q4","Médico e Enfermeiro",732
"Continente","CS VILA APARECIDA","2014 Q4","Médico e Enfermeiro",1179
"Continente","CS ABRAÃO","2015 Q1","Médico e Enfermeiro",1938
"Centro","CS AGRONÔMICA","2015 Q1","Médico e Enfermeiro",4115
"Sul","CS ALTO RIBEIRÃO","2015 Q1","Médico e Enfermeiro",1584
"Sul","CS ARMAÇÃO","2015 Q1","Médico e Enfermeiro",2710
"Continente","CS BALNEÁRIO","2015 Q1","Médico e Enfermeiro",1335
"Norte","CS BARRA DA LAGOA","2015 Q1","Médico e Enfermeiro",2726
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","Médico e Enfermeiro",1920
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","Médico e Enfermeiro",451
"Sul","CS CAMPECHE","2015 Q1","Médico e Enfermeiro",2627
"Norte","CS CANASVIEIRAS","2015 Q1","Médico e Enfermeiro",4199
"Sul","CS CANTO DA LAGOA","2015 Q1","Médico e Enfermeiro",688
"Continente","CS CAPOEIRAS","2015 Q1","Médico e Enfermeiro",1886
"Sul","CS CARIANOS","2015 Q1","Médico e Enfermeiro",1791
"Centro","CS CENTRO","2015 Q1","Médico e Enfermeiro",2640
"Continente","CS COLONINHA","2015 Q1","Médico e Enfermeiro",2203
"Continente","CS COQUEIROS","2015 Q1","Médico e Enfermeiro",2604
"Centro","CS CÓRREGO GRANDE","2015 Q1","Médico e Enfermeiro",1934
"Sul","CS COSTA DA LAGOA","2015 Q1","Médico e Enfermeiro",620
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q1","Médico e Enfermeiro",3432
"Continente","CS ESTREITO","2015 Q1","Médico e Enfermeiro",2548
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q1","Médico e Enfermeiro",2055
"Norte","CS INGLESES","2015 Q1","Médico e Enfermeiro",7513
"Centro","CS ITACORUBI","2015 Q1","Médico e Enfermeiro",3863
"Continente","CS JARDIM ATLÂNTICO","2015 Q1","Médico e Enfermeiro",665
"Centro","CS JOÃO PAULO","2015 Q1","Médico e Enfermeiro",2910
"Norte","CS JURERE","2015 Q1","Médico e Enfermeiro",1150
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q1","Médico e Enfermeiro",3294
"Continente","CS MONTE CRISTO","2015 Q1","Médico e Enfermeiro",6907
"Centro","CS MONTE SERRAT","2015 Q1","Médico e Enfermeiro",2949
"Sul","CS MORRO DAS PEDRAS","2015 Q1","Médico e Enfermeiro",2055
"Continente","CS NOVO CONTINENTE","2015 Q1","Médico e Enfermeiro",1817
"Centro","CS PANTANAL","2015 Q1","Médico e Enfermeiro",1818
"Sul","CS PANTANO DO SUL","2015 Q1","Médico e Enfermeiro",1223
"Norte","CS PONTA DAS CANAS","2015 Q1","Médico e Enfermeiro",1361
"Centro","CS PRAINHA","2015 Q1","Médico e Enfermeiro",2678
"Norte","CS RATONES","2015 Q1","Médico e Enfermeiro",1151
"Sul","CS RIBEIRÃO DA ILHA","2015 Q1","Médico e Enfermeiro",587
"Sul","CS RIO TAVARES","2015 Q1","Médico e Enfermeiro",2314
"Norte","CS RIO VERMELHO","2015 Q1","Médico e Enfermeiro",5495
"Centro","CS SACO DOS LIMÕES","2015 Q1","Médico e Enfermeiro",2907
"Norte","CS SACO GRANDE","2015 Q1","Médico e Enfermeiro",7835
"Norte","CS SANTINHO","2015 Q1","Médico e Enfermeiro",2109
"Norte","CS SANTO ANTONIO LISBOA","2015 Q1","Médico e Enfermeiro",2368
"Continente","CS SAPE","2015 Q1","Médico e Enfermeiro",1546
"Sul","CS TAPERA","2015 Q1","Médico e Enfermeiro",5491
"Centro","CS TRINDADE","2015 Q1","Médico e Enfermeiro",4763
"Norte","CS VARGEM GRANDE","2015 Q1","Médico e Enfermeiro",644
"Norte","CS VARGEM PEQUENA","2015 Q1","Médico e Enfermeiro",787
"Continente","CS VILA APARECIDA","2015 Q1","Médico e Enfermeiro",823
"Continente","CS ABRAÃO","2015 Q2","Médico e Enfermeiro",1840
"Centro","CS AGRONÔMICA","2015 Q2","Médico e Enfermeiro",3878
"Sul","CS ALTO RIBEIRÃO","2015 Q2","Médico e Enfermeiro",1541
"Sul","CS ARMAÇÃO","2015 Q2","Médico e Enfermeiro",2852
"Continente","CS BALNEÁRIO","2015 Q2","Médico e Enfermeiro",1545
"Norte","CS BARRA DA LAGOA","2015 Q2","Médico e Enfermeiro",2330
"Norte","CS CACHOEIRA BOM JESUS","2015 Q2","Médico e Enfermeiro",2207
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q2","Médico e Enfermeiro",651
"Sul","CS CAMPECHE","2015 Q2","Médico e Enfermeiro",2540
"Norte","CS CANASVIEIRAS","2015 Q2","Médico e Enfermeiro",3915
"Sul","CS CANTO DA LAGOA","2015 Q2","Médico e Enfermeiro",883
"Continente","CS CAPOEIRAS","2015 Q2","Médico e Enfermeiro",2324
"Sul","CS CARIANOS","2015 Q2","Médico e Enfermeiro",2405
"Centro","CS CENTRO","2015 Q2","Médico e Enfermeiro",2763
"Continente","CS COLONINHA","2015 Q2","Médico e Enfermeiro",2176
"Continente","CS COQUEIROS","2015 Q2","Médico e Enfermeiro",2732
"Centro","CS CÓRREGO GRANDE","2015 Q2","Médico e Enfermeiro",2117
"Sul","CS COSTA DA LAGOA","2015 Q2","Médico e Enfermeiro",593
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q2","Médico e Enfermeiro",3675
"Continente","CS ESTREITO","2015 Q2","Médico e Enfermeiro",3096
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q2","Médico e Enfermeiro",2195
"Norte","CS INGLESES","2015 Q2","Médico e Enfermeiro",7832
"Centro","CS ITACORUBI","2015 Q2","Médico e Enfermeiro",3453
"Continente","CS JARDIM ATLÂNTICO","2015 Q2","Médico e Enfermeiro",786
"Centro","CS JOÃO PAULO","2015 Q2","Médico e Enfermeiro",3036
"Norte","CS JURERE","2015 Q2","Médico e Enfermeiro",890
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q2","Médico e Enfermeiro",3287
"Continente","CS MONTE CRISTO","2015 Q2","Médico e Enfermeiro",6720
"Centro","CS MONTE SERRAT","2015 Q2","Médico e Enfermeiro",2730
"Sul","CS MORRO DAS PEDRAS","2015 Q2","Médico e Enfermeiro",1961
"Continente","CS NOVO CONTINENTE","2015 Q2","Médico e Enfermeiro",2126
"Centro","CS PANTANAL","2015 Q2","Médico e Enfermeiro",1884
"Sul","CS PANTANO DO SUL","2015 Q2","Médico e Enfermeiro",1071
"Norte","CS PONTA DAS CANAS","2015 Q2","Médico e Enfermeiro",1337
"Centro","CS PRAINHA","2015 Q2","Médico e Enfermeiro",2463
"Norte","CS RATONES","2015 Q2","Médico e Enfermeiro",924
"Sul","CS RIBEIRÃO DA ILHA","2015 Q2","Médico e Enfermeiro",732
"Sul","CS RIO TAVARES","2015 Q2","Médico e Enfermeiro",2771
"Norte","CS RIO VERMELHO","2015 Q2","Médico e Enfermeiro",5207
"Centro","CS SACO DOS LIMÕES","2015 Q2","Médico e Enfermeiro",2671
"Norte","CS SACO GRANDE","2015 Q2","Médico e Enfermeiro",8382
"Norte","CS SANTINHO","2015 Q2","Médico e Enfermeiro",1825
"Norte","CS SANTO ANTONIO LISBOA","2015 Q2","Médico e Enfermeiro",2464
"Continente","CS SAPE","2015 Q2","Médico e Enfermeiro",1288
"Sul","CS TAPERA","2015 Q2","Médico e Enfermeiro",5007
"Centro","CS TRINDADE","2015 Q2","Médico e Enfermeiro",3994
"Norte","CS VARGEM GRANDE","2015 Q2","Médico e Enfermeiro",683
"Norte","CS VARGEM PEQUENA","2015 Q2","Médico e Enfermeiro",709
"Continente","CS VILA APARECIDA","2015 Q2","Médico e Enfermeiro",1185
"Continente","CS ABRAÃO","2015 Q3","Médico e Enfermeiro",2608
"Centro","CS AGRONÔMICA","2015 Q3","Médico e Enfermeiro",4927
"Sul","CS ALTO RIBEIRÃO","2015 Q3","Médico e Enfermeiro",1828
"Sul","CS ARMAÇÃO","2015 Q3","Médico e Enfermeiro",2916
"Continente","CS BALNEÁRIO","2015 Q3","Médico e Enfermeiro",1630
"Norte","CS BARRA DA LAGOA","2015 Q3","Médico e Enfermeiro",3119
"Norte","CS CACHOEIRA BOM JESUS","2015 Q3","Médico e Enfermeiro",2472
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q3","Médico e Enfermeiro",891
"Sul","CS CAMPECHE","2015 Q3","Médico e Enfermeiro",2830
"Norte","CS CANASVIEIRAS","2015 Q3","Médico e Enfermeiro",5104
"Sul","CS CANTO DA LAGOA","2015 Q3","Médico e Enfermeiro",820
"Continente","CS CAPOEIRAS","2015 Q3","Médico e Enfermeiro",3081
"Sul","CS CARIANOS","2015 Q3","Médico e Enfermeiro",2778
"Centro","CS CENTRO","2015 Q3","Médico e Enfermeiro",3415
"Continente","CS COLONINHA","2015 Q3","Médico e Enfermeiro",2973
"Continente","CS COQUEIROS","2015 Q3","Médico e Enfermeiro",3238
"Centro","CS CÓRREGO GRANDE","2015 Q3","Médico e Enfermeiro",2333
"Sul","CS COSTA DA LAGOA","2015 Q3","Médico e Enfermeiro",518
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q3","Médico e Enfermeiro",4292
"Continente","CS ESTREITO","2015 Q3","Médico e Enfermeiro",3870
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q3","Médico e Enfermeiro",2293
"Norte","CS INGLESES","2015 Q3","Médico e Enfermeiro",9816
"Centro","CS ITACORUBI","2015 Q3","Médico e Enfermeiro",4775
"Continente","CS JARDIM ATLÂNTICO","2015 Q3","Médico e Enfermeiro",941
"Centro","CS JOÃO PAULO","2015 Q3","Médico e Enfermeiro",3091
"Norte","CS JURERE","2015 Q3","Médico e Enfermeiro",1085
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q3","Médico e Enfermeiro",3669
"Continente","CS MONTE CRISTO","2015 Q3","Médico e Enfermeiro",8381
"Centro","CS MONTE SERRAT","2015 Q3","Médico e Enfermeiro",3183
"Sul","CS MORRO DAS PEDRAS","2015 Q3","Médico e Enfermeiro",2044
"Continente","CS NOVO CONTINENTE","2015 Q3","Médico e Enfermeiro",2502
"Centro","CS PANTANAL","2015 Q3","Médico e Enfermeiro",2141
"Sul","CS PANTANO DO SUL","2015 Q3","Médico e Enfermeiro",1174
"Norte","CS PONTA DAS CANAS","2015 Q3","Médico e Enfermeiro",1825
"Centro","CS PRAINHA","2015 Q3","Médico e Enfermeiro",3415
"Norte","CS RATONES","2015 Q3","Médico e Enfermeiro",1275
"Sul","CS RIBEIRÃO DA ILHA","2015 Q3","Médico e Enfermeiro",1107
"Sul","CS RIO TAVARES","2015 Q3","Médico e Enfermeiro",3431
"Norte","CS RIO VERMELHO","2015 Q3","Médico e Enfermeiro",5812
"Centro","CS SACO DOS LIMÕES","2015 Q3","Médico e Enfermeiro",3409
"Norte","CS SACO GRANDE","2015 Q3","Médico e Enfermeiro",9939
"Norte","CS SANTINHO","2015 Q3","Médico e Enfermeiro",2504
"Norte","CS SANTO ANTONIO LISBOA","2015 Q3","Médico e Enfermeiro",2905
"Continente","CS SAPE","2015 Q3","Médico e Enfermeiro",1600
"Sul","CS TAPERA","2015 Q3","Médico e Enfermeiro",6173
"Centro","CS TRINDADE","2015 Q3","Médico e Enfermeiro",5731
"Norte","CS VARGEM GRANDE","2015 Q3","Médico e Enfermeiro",489
"Norte","CS VARGEM PEQUENA","2015 Q3","Médico e Enfermeiro",804
"Continente","CS VILA APARECIDA","2015 Q3","Médico e Enfermeiro",1303
"Continente","CS ABRAÃO","2015 Q4","Médico e Enfermeiro",2494
"Centro","CS AGRONÔMICA","2015 Q4","Médico e Enfermeiro",3801
"Sul","CS ALTO RIBEIRÃO","2015 Q4","Médico e Enfermeiro",1638
"Sul","CS ARMAÇÃO","2015 Q4","Médico e Enfermeiro",2607
"Continente","CS BALNEÁRIO","2015 Q4","Médico e Enfermeiro",1654
"Norte","CS BARRA DA LAGOA","2015 Q4","Médico e Enfermeiro",2605
"Norte","CS CACHOEIRA BOM JESUS","2015 Q4","Médico e Enfermeiro",2110
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q4","Médico e Enfermeiro",775
"Sul","CS CAMPECHE","2015 Q4","Médico e Enfermeiro",1930
"Norte","CS CANASVIEIRAS","2015 Q4","Médico e Enfermeiro",4365
"Sul","CS CANTO DA LAGOA","2015 Q4","Médico e Enfermeiro",719
"Continente","CS CAPOEIRAS","2015 Q4","Médico e Enfermeiro",2657
"Sul","CS CARIANOS","2015 Q4","Médico e Enfermeiro",2534
"Centro","CS CENTRO","2015 Q4","Médico e Enfermeiro",3178
"Continente","CS COLONINHA","2015 Q4","Médico e Enfermeiro",2287
"Continente","CS COQUEIROS","2015 Q4","Médico e Enfermeiro",3023
"Centro","CS CÓRREGO GRANDE","2015 Q4","Médico e Enfermeiro",2131
"Sul","CS COSTA DA LAGOA","2015 Q4","Médico e Enfermeiro",601
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q4","Médico e Enfermeiro",3196
"Continente","CS ESTREITO","2015 Q4","Médico e Enfermeiro",4349
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q4","Médico e Enfermeiro",2403
"Norte","CS INGLESES","2015 Q4","Médico e Enfermeiro",7778
"Centro","CS ITACORUBI","2015 Q4","Médico e Enfermeiro",4251
"Continente","CS JARDIM ATLÂNTICO","2015 Q4","Médico e Enfermeiro",902
"Centro","CS JOÃO PAULO","2015 Q4","Médico e Enfermeiro",2878
"Norte","CS JURERE","2015 Q4","Médico e Enfermeiro",1049
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q4","Médico e Enfermeiro",3583
"Continente","CS MONTE CRISTO","2015 Q4","Médico e Enfermeiro",7481
"Centro","CS MONTE SERRAT","2015 Q4","Médico e Enfermeiro",2690
"Sul","CS MORRO DAS PEDRAS","2015 Q4","Médico e Enfermeiro",1809
"Continente","CS NOVO CONTINENTE","2015 Q4","Médico e Enfermeiro",2849
"Centro","CS PANTANAL","2015 Q4","Médico e Enfermeiro",2064
"Sul","CS PANTANO DO SUL","2015 Q4","Médico e Enfermeiro",1266
"Norte","CS PONTA DAS CANAS","2015 Q4","Médico e Enfermeiro",1584
"Centro","CS PRAINHA","2015 Q4","Médico e Enfermeiro",2751
"Norte","CS RATONES","2015 Q4","Médico e Enfermeiro",1153
"Sul","CS RIBEIRÃO DA ILHA","2015 Q4","Médico e Enfermeiro",850
"Sul","CS RIO TAVARES","2015 Q4","Médico e Enfermeiro",2923
"Norte","CS RIO VERMELHO","2015 Q4","Médico e Enfermeiro",5542
"Centro","CS SACO DOS LIMÕES","2015 Q4","Médico e Enfermeiro",2695
"Norte","CS SACO GRANDE","2015 Q4","Médico e Enfermeiro",8938
"Norte","CS SANTINHO","2015 Q4","Médico e Enfermeiro",2342
"Norte","CS SANTO ANTONIO LISBOA","2015 Q4","Médico e Enfermeiro",2649
"Continente","CS SAPE","2015 Q4","Médico e Enfermeiro",1568
"Sul","CS TAPERA","2015 Q4","Médico e Enfermeiro",5005
"Centro","CS TRINDADE","2015 Q4","Médico e Enfermeiro",4729
"Norte","CS VARGEM GRANDE","2015 Q4","Médico e Enfermeiro",508
"Norte","CS VARGEM PEQUENA","2015 Q4","Médico e Enfermeiro",749
"Continente","CS VILA APARECIDA","2015 Q4","Médico e Enfermeiro",919
"Continente","CS ABRAÃO","2016 Q1","Médico e Enfermeiro",1910
"Centro","CS AGRONÔMICA","2016 Q1","Médico e Enfermeiro",3451
"Sul","CS ALTO RIBEIRÃO","2016 Q1","Médico e Enfermeiro",1507
"Sul","CS ARMAÇÃO","2016 Q1","Médico e Enfermeiro",2555
"Continente","CS BALNEÁRIO","2016 Q1","Médico e Enfermeiro",1752
"Norte","CS BARRA DA LAGOA","2016 Q1","Médico e Enfermeiro",2392
"Norte","CS CACHOEIRA BOM JESUS","2016 Q1","Médico e Enfermeiro",1958
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q1","Médico e Enfermeiro",903
"Sul","CS CAMPECHE","2016 Q1","Médico e Enfermeiro",2328
"Norte","CS CANASVIEIRAS","2016 Q1","Médico e Enfermeiro",4064
"Sul","CS CANTO DA LAGOA","2016 Q1","Médico e Enfermeiro",688
"Continente","CS CAPOEIRAS","2016 Q1","Médico e Enfermeiro",3116
"Sul","CS CARIANOS","2016 Q1","Médico e Enfermeiro",2510
"Centro","CS CENTRO","2016 Q1","Médico e Enfermeiro",2918
"Continente","CS COLONINHA","2016 Q1","Médico e Enfermeiro",2383
"Continente","CS COQUEIROS","2016 Q1","Médico e Enfermeiro",2671
"Centro","CS CÓRREGO GRANDE","2016 Q1","Médico e Enfermeiro",2067
"Sul","CS COSTA DA LAGOA","2016 Q1","Médico e Enfermeiro",544
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q1","Médico e Enfermeiro",4092
"Continente","CS ESTREITO","2016 Q1","Médico e Enfermeiro",3756
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q1","Médico e Enfermeiro",1685
"Norte","CS INGLESES","2016 Q1","Médico e Enfermeiro",7896
"Centro","CS ITACORUBI","2016 Q1","Médico e Enfermeiro",4520
"Continente","CS JARDIM ATLÂNTICO","2016 Q1","Médico e Enfermeiro",882
"Centro","CS JOÃO PAULO","2016 Q1","Médico e Enfermeiro",3198
"Norte","CS JURERE","2016 Q1","Médico e Enfermeiro",1110
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q1","Médico e Enfermeiro",3647
"Continente","CS MONTE CRISTO","2016 Q1","Médico e Enfermeiro",7705
"Centro","CS MONTE SERRAT","2016 Q1","Médico e Enfermeiro",3271
"Sul","CS MORRO DAS PEDRAS","2016 Q1","Médico e Enfermeiro",1953
"Continente","CS NOVO CONTINENTE","2016 Q1","Médico e Enfermeiro",2600
"Centro","CS PANTANAL","2016 Q1","Médico e Enfermeiro",1911
"Sul","CS PANTANO DO SUL","2016 Q1","Médico e Enfermeiro",1248
"Norte","CS PONTA DAS CANAS","2016 Q1","Médico e Enfermeiro",1293
"Centro","CS PRAINHA","2016 Q1","Médico e Enfermeiro",2961
"Norte","CS RATONES","2016 Q1","Médico e Enfermeiro",1191
"Sul","CS RIBEIRÃO DA ILHA","2016 Q1","Médico e Enfermeiro",821
"Sul","CS RIO TAVARES","2016 Q1","Médico e Enfermeiro",2299
"Norte","CS RIO VERMELHO","2016 Q1","Médico e Enfermeiro",6239
"Centro","CS SACO DOS LIMÕES","2016 Q1","Médico e Enfermeiro",3200
"Norte","CS SACO GRANDE","2016 Q1","Médico e Enfermeiro",9325
"Norte","CS SANTINHO","2016 Q1","Médico e Enfermeiro",2545
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1","Médico e Enfermeiro",2527
"Continente","CS SAPE","2016 Q1","Médico e Enfermeiro",1729
"Sul","CS TAPERA","2016 Q1","Médico e Enfermeiro",5641
"Centro","CS TRINDADE","2016 Q1","Médico e Enfermeiro",4538
"Norte","CS VARGEM GRANDE","2016 Q1","Médico e Enfermeiro",1033
"Norte","CS VARGEM PEQUENA","2016 Q1","Médico e Enfermeiro",839
"Continente","CS VILA APARECIDA","2016 Q1","Médico e Enfermeiro",873
"Continente","CS ABRAÃO","2016 Q2","Médico e Enfermeiro",2824
"Centro","CS AGRONÔMICA","2016 Q2","Médico e Enfermeiro",4164
"Sul","CS ALTO RIBEIRÃO","2016 Q2","Médico e Enfermeiro",1900
"Sul","CS ARMAÇÃO","2016 Q2","Médico e Enfermeiro",3094
"Continente","CS BALNEÁRIO","2016 Q2","Médico e Enfermeiro",1926
"Norte","CS BARRA DA LAGOA","2016 Q2","Médico e Enfermeiro",3327
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2","Médico e Enfermeiro",2477
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q2","Médico e Enfermeiro",880
"Sul","CS CAMPECHE","2016 Q2","Médico e Enfermeiro",2741
"Norte","CS CANASVIEIRAS","2016 Q2","Médico e Enfermeiro",4800
"Sul","CS CANTO DA LAGOA","2016 Q2","Médico e Enfermeiro",922
"Continente","CS CAPOEIRAS","2016 Q2","Médico e Enfermeiro",3049
"Sul","CS CARIANOS","2016 Q2","Médico e Enfermeiro",3362
"Centro","CS CENTRO","2016 Q2","Médico e Enfermeiro",3340
"Continente","CS COLONINHA","2016 Q2","Médico e Enfermeiro",2849
"Continente","CS COQUEIROS","2016 Q2","Médico e Enfermeiro",3518
"Centro","CS CÓRREGO GRANDE","2016 Q2","Médico e Enfermeiro",2658
"Sul","CS COSTA DA LAGOA","2016 Q2","Médico e Enfermeiro",611
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2","Médico e Enfermeiro",5066
"Continente","CS ESTREITO","2016 Q2","Médico e Enfermeiro",4771
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2","Médico e Enfermeiro",2340
"Norte","CS INGLESES","2016 Q2","Médico e Enfermeiro",9994
"Centro","CS ITACORUBI","2016 Q2","Médico e Enfermeiro",4602
"Continente","CS JARDIM ATLÂNTICO","2016 Q2","Médico e Enfermeiro",1102
"Centro","CS JOÃO PAULO","2016 Q2","Médico e Enfermeiro",3516
"Norte","CS JURERE","2016 Q2","Médico e Enfermeiro",1314
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2","Médico e Enfermeiro",4528
"Continente","CS MONTE CRISTO","2016 Q2","Médico e Enfermeiro",8617
"Centro","CS MONTE SERRAT","2016 Q2","Médico e Enfermeiro",3679
"Sul","CS MORRO DAS PEDRAS","2016 Q2","Médico e Enfermeiro",2213
"Continente","CS NOVO CONTINENTE","2016 Q2","Médico e Enfermeiro",3977
"Centro","CS PANTANAL","2016 Q2","Médico e Enfermeiro",2436
"Sul","CS PANTANO DO SUL","2016 Q2","Médico e Enfermeiro",1439
"Norte","CS PONTA DAS CANAS","2016 Q2","Médico e Enfermeiro",1630
"Centro","CS PRAINHA","2016 Q2","Médico e Enfermeiro",3828
"Norte","CS RATONES","2016 Q2","Médico e Enfermeiro",1357
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2","Médico e Enfermeiro",979
"Sul","CS RIO TAVARES","2016 Q2","Médico e Enfermeiro",3000
"Norte","CS RIO VERMELHO","2016 Q2","Médico e Enfermeiro",6646
"Centro","CS SACO DOS LIMÕES","2016 Q2","Médico e Enfermeiro",3637
"Norte","CS SACO GRANDE","2016 Q2","Médico e Enfermeiro",9711
"Norte","CS SANTINHO","2016 Q2","Médico e Enfermeiro",2845
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2","Médico e Enfermeiro",2995
"Continente","CS SAPE","2016 Q2","Médico e Enfermeiro",1405
"Sul","CS TAPERA","2016 Q2","Médico e Enfermeiro",6810
"Centro","CS TRINDADE","2016 Q2","Médico e Enfermeiro",5173
"Norte","CS VARGEM GRANDE","2016 Q2","Médico e Enfermeiro",1665
"Norte","CS VARGEM PEQUENA","2016 Q2","Médico e Enfermeiro",685
"Continente","CS VILA APARECIDA","2016 Q2","Médico e Enfermeiro",1195
"Continente","CS ABRAÃO","2016 Q3","Médico e Enfermeiro",2600
"Centro","CS AGRONÔMICA","2016 Q3","Médico e Enfermeiro",4281
"Sul","CS ALTO RIBEIRÃO","2016 Q3","Médico e Enfermeiro",1537
"Sul","CS ARMAÇÃO","2016 Q3","Médico e Enfermeiro",2951
"Continente","CS BALNEÁRIO","2016 Q3","Médico e Enfermeiro",1685
"Norte","CS BARRA DA LAGOA","2016 Q3","Médico e Enfermeiro",3146
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3","Médico e Enfermeiro",2435
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3","Médico e Enfermeiro",1017
"Sul","CS CAMPECHE","2016 Q3","Médico e Enfermeiro",2403
"Norte","CS CANASVIEIRAS","2016 Q3","Médico e Enfermeiro",5273
"Sul","CS CANTO DA LAGOA","2016 Q3","Médico e Enfermeiro",769
"Continente","CS CAPOEIRAS","2016 Q3","Médico e Enfermeiro",2891
"Sul","CS CARIANOS","2016 Q3","Médico e Enfermeiro",2867
"Centro","CS CENTRO","2016 Q3","Médico e Enfermeiro",3391
"Continente","CS COLONINHA","2016 Q3","Médico e Enfermeiro",2181
"Continente","CS COQUEIROS","2016 Q3","Médico e Enfermeiro",3171
"Centro","CS CÓRREGO GRANDE","2016 Q3","Médico e Enfermeiro",2427
"Sul","CS COSTA DA LAGOA","2016 Q3","Médico e Enfermeiro",627
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3","Médico e Enfermeiro",4923
"Continente","CS ESTREITO","2016 Q3","Médico e Enfermeiro",4210
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3","Médico e Enfermeiro",2272
"Norte","CS INGLESES","2016 Q3","Médico e Enfermeiro",9259
"Centro","CS ITACORUBI","2016 Q3","Médico e Enfermeiro",5172
"Continente","CS JARDIM ATLÂNTICO","2016 Q3","Médico e Enfermeiro",1312
"Centro","CS JOÃO PAULO","2016 Q3","Médico e Enfermeiro",3376
"Norte","CS JURERE","2016 Q3","Médico e Enfermeiro",1183
