"DISTRITO","UNIDADE","TRIMESTRE","TIPO","ESPECIALIDADE","VALOR"
"Sul","CS RIBEIRÃO DA ILHA","2018 Q1","SUTURA","Médico",0
"Sul","CS RIO TAVARES","2018 Q1","SUTURA","Médico",2
"Norte","CS RIO VERMELHO","2018 Q1","SUTURA","Médico",2
"Centro","CS SACO DOS LIMÕES","2018 Q1","SUTURA","Médico",1
"Norte","CS SACO GRANDE","2018 Q1","SUTURA","Médico",10
"Norte","CS SANTINHO","2018 Q1","SUTURA","Médico",0
"Norte","CS SANTO ANTONIO LISBOA","2018 Q1","SUTURA","Médico",0
"Continente","CS SAPE","2018 Q1","SUTURA","Médico",0
"Sul","CS TAPERA","2018 Q1","SUTURA","Médico",1
"Centro","CS TRINDADE","2018 Q1","SUTURA","Médico",1
"Norte","CS VARGEM GRANDE","2018 Q1","SUTURA","Médico",0
"Norte","CS VARGEM PEQUENA","2018 Q1","SUTURA","Médico",1
"Continente","CS VILA APARECIDA","2018 Q1","SUTURA","Médico",0
"Continente","CS ABRAÃO","2013 Q1","EXO_DESCIDUO","Odontólogo",1
"Centro","CS AGRONÔMICA","2013 Q1","EXO_DESCIDUO","Odontólogo",12
"Sul","CS ALTO RIBEIRÃO","2013 Q1","EXO_DESCIDUO","Odontólogo",6
"Sul","CS ARMAÇÃO","2013 Q1","EXO_DESCIDUO","Odontólogo",2
"Continente","CS BALNEÁRIO","2013 Q1","EXO_DESCIDUO","Odontólogo",3
"Norte","CS BARRA DA LAGOA","2013 Q1","EXO_DESCIDUO","Odontólogo",7
"Norte","CS CACHOEIRA BOM JESUS","2013 Q1","EXO_DESCIDUO","Odontólogo",4
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q1","EXO_DESCIDUO","Odontólogo",2
"Sul","CS CAMPECHE","2013 Q1","EXO_DESCIDUO","Odontólogo",5
"Norte","CS CANASVIEIRAS","2013 Q1","EXO_DESCIDUO","Odontólogo",11
"Sul","CS CANTO DA LAGOA","2013 Q1","EXO_DESCIDUO","Odontólogo",1
"Continente","CS CAPOEIRAS","2013 Q1","EXO_DESCIDUO","Odontólogo",6
"Sul","CS CARIANOS","2013 Q1","EXO_DESCIDUO","Odontólogo",16
"Centro","CS CENTRO","2013 Q1","EXO_DESCIDUO","Odontólogo",1
"Continente","CS COLONINHA","2013 Q1","EXO_DESCIDUO","Odontólogo",16
"Continente","CS COQUEIROS","2013 Q1","EXO_DESCIDUO","Odontólogo",9
"Centro","CS CÓRREGO GRANDE","2013 Q1","EXO_DESCIDUO","Odontólogo",7
"Sul","CS COSTA DA LAGOA","2013 Q1","EXO_DESCIDUO","Odontólogo",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q1","EXO_DESCIDUO","Odontólogo",20
"Continente","CS ESTREITO","2013 Q1","EXO_DESCIDUO","Odontólogo",7
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q1","EXO_DESCIDUO","Odontólogo",6
"Norte","CS INGLESES","2013 Q1","EXO_DESCIDUO","Odontólogo",22
"Centro","CS ITACORUBI","2013 Q1","EXO_DESCIDUO","Odontólogo",15
"Continente","CS JARDIM ATLÂNTICO","2013 Q1","EXO_DESCIDUO","Odontólogo",8
"Centro","CS JOÃO PAULO","2013 Q1","EXO_DESCIDUO","Odontólogo",7
"Norte","CS JURERE","2013 Q1","EXO_DESCIDUO","Odontólogo",1
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q1","EXO_DESCIDUO","Odontólogo",9
"Continente","CS MONTE CRISTO","2013 Q1","EXO_DESCIDUO","Odontólogo",26
"Centro","CS MONTE SERRAT","2013 Q1","EXO_DESCIDUO","Odontólogo",9
"Sul","CS MORRO DAS PEDRAS","2013 Q1","EXO_DESCIDUO","Odontólogo",9
"Continente","CS NOVO CONTINENTE","2013 Q1","EXO_DESCIDUO","Odontólogo",19
"Centro","CS PANTANAL","2013 Q1","EXO_DESCIDUO","Odontólogo",6
"Sul","CS PANTANO DO SUL","2013 Q1","EXO_DESCIDUO","Odontólogo",2
"Norte","CS PONTA DAS CANAS","2013 Q1","EXO_DESCIDUO","Odontólogo",2
"Centro","CS PRAINHA","2013 Q1","EXO_DESCIDUO","Odontólogo",5
"Norte","CS RATONES","2013 Q1","EXO_DESCIDUO","Odontólogo",4
"Sul","CS RIBEIRÃO DA ILHA","2013 Q1","EXO_DESCIDUO","Odontólogo",4
"Sul","CS RIO TAVARES","2013 Q1","EXO_DESCIDUO","Odontólogo",8
"Norte","CS RIO VERMELHO","2013 Q1","EXO_DESCIDUO","Odontólogo",14
"Centro","CS SACO DOS LIMÕES","2013 Q1","EXO_DESCIDUO","Odontólogo",9
"Norte","CS SACO GRANDE","2013 Q1","EXO_DESCIDUO","Odontólogo",21
"Norte","CS SANTINHO","2013 Q1","EXO_DESCIDUO","Odontólogo",1
"Norte","CS SANTO ANTONIO LISBOA","2013 Q1","EXO_DESCIDUO","Odontólogo",9
"Continente","CS SAPE","2013 Q1","EXO_DESCIDUO","Odontólogo",14
"Sul","CS TAPERA","2013 Q1","EXO_DESCIDUO","Odontólogo",23
"Centro","CS TRINDADE","2013 Q1","EXO_DESCIDUO","Odontólogo",8
"Norte","CS VARGEM GRANDE","2013 Q1","EXO_DESCIDUO","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2013 Q1","EXO_DESCIDUO","Odontólogo",5
"Continente","CS VILA APARECIDA","2013 Q1","EXO_DESCIDUO","Odontólogo",1
"Continente","CS ABRAÃO","2013 Q2","EXO_DESCIDUO","Odontólogo",3
"Centro","CS AGRONÔMICA","2013 Q2","EXO_DESCIDUO","Odontólogo",17
"Sul","CS ALTO RIBEIRÃO","2013 Q2","EXO_DESCIDUO","Odontólogo",6
"Sul","CS ARMAÇÃO","2013 Q2","EXO_DESCIDUO","Odontólogo",10
"Continente","CS BALNEÁRIO","2013 Q2","EXO_DESCIDUO","Odontólogo",3
"Norte","CS BARRA DA LAGOA","2013 Q2","EXO_DESCIDUO","Odontólogo",12
"Norte","CS CACHOEIRA BOM JESUS","2013 Q2","EXO_DESCIDUO","Odontólogo",8
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q2","EXO_DESCIDUO","Odontólogo",2
"Sul","CS CAMPECHE","2013 Q2","EXO_DESCIDUO","Odontólogo",10
"Norte","CS CANASVIEIRAS","2013 Q2","EXO_DESCIDUO","Odontólogo",8
"Sul","CS CANTO DA LAGOA","2013 Q2","EXO_DESCIDUO","Odontólogo",3
"Continente","CS CAPOEIRAS","2013 Q2","EXO_DESCIDUO","Odontólogo",7
"Sul","CS CARIANOS","2013 Q2","EXO_DESCIDUO","Odontólogo",8
"Centro","CS CENTRO","2013 Q2","EXO_DESCIDUO","Odontólogo",3
"Continente","CS COLONINHA","2013 Q2","EXO_DESCIDUO","Odontólogo",7
"Continente","CS COQUEIROS","2013 Q2","EXO_DESCIDUO","Odontólogo",12
"Centro","CS CÓRREGO GRANDE","2013 Q2","EXO_DESCIDUO","Odontólogo",12
"Sul","CS COSTA DA LAGOA","2013 Q2","EXO_DESCIDUO","Odontólogo",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q2","EXO_DESCIDUO","Odontólogo",18
"Continente","CS ESTREITO","2013 Q2","EXO_DESCIDUO","Odontólogo",5
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q2","EXO_DESCIDUO","Odontólogo",5
"Norte","CS INGLESES","2013 Q2","EXO_DESCIDUO","Odontólogo",18
"Centro","CS ITACORUBI","2013 Q2","EXO_DESCIDUO","Odontólogo",9
"Continente","CS JARDIM ATLÂNTICO","2013 Q2","EXO_DESCIDUO","Odontólogo",9
"Centro","CS JOÃO PAULO","2013 Q2","EXO_DESCIDUO","Odontólogo",7
"Norte","CS JURERE","2013 Q2","EXO_DESCIDUO","Odontólogo",2
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q2","EXO_DESCIDUO","Odontólogo",11
"Continente","CS MONTE CRISTO","2013 Q2","EXO_DESCIDUO","Odontólogo",35
"Centro","CS MONTE SERRAT","2013 Q2","EXO_DESCIDUO","Odontólogo",16
"Sul","CS MORRO DAS PEDRAS","2013 Q2","EXO_DESCIDUO","Odontólogo",5
"Continente","CS NOVO CONTINENTE","2013 Q2","EXO_DESCIDUO","Odontólogo",6
"Centro","CS PANTANAL","2013 Q2","EXO_DESCIDUO","Odontólogo",4
"Sul","CS PANTANO DO SUL","2013 Q2","EXO_DESCIDUO","Odontólogo",7
"Norte","CS PONTA DAS CANAS","2013 Q2","EXO_DESCIDUO","Odontólogo",2
"Centro","CS PRAINHA","2013 Q2","EXO_DESCIDUO","Odontólogo",7
"Norte","CS RATONES","2013 Q2","EXO_DESCIDUO","Odontólogo",3
"Sul","CS RIBEIRÃO DA ILHA","2013 Q2","EXO_DESCIDUO","Odontólogo",4
"Sul","CS RIO TAVARES","2013 Q2","EXO_DESCIDUO","Odontólogo",7
"Norte","CS RIO VERMELHO","2013 Q2","EXO_DESCIDUO","Odontólogo",16
"Centro","CS SACO DOS LIMÕES","2013 Q2","EXO_DESCIDUO","Odontólogo",22
"Norte","CS SACO GRANDE","2013 Q2","EXO_DESCIDUO","Odontólogo",26
"Norte","CS SANTINHO","2013 Q2","EXO_DESCIDUO","Odontólogo",7
"Norte","CS SANTO ANTONIO LISBOA","2013 Q2","EXO_DESCIDUO","Odontólogo",15
"Continente","CS SAPE","2013 Q2","EXO_DESCIDUO","Odontólogo",1
"Sul","CS TAPERA","2013 Q2","EXO_DESCIDUO","Odontólogo",21
"Centro","CS TRINDADE","2013 Q2","EXO_DESCIDUO","Odontólogo",13
"Norte","CS VARGEM GRANDE","2013 Q2","EXO_DESCIDUO","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2013 Q2","EXO_DESCIDUO","Odontólogo",4
"Continente","CS VILA APARECIDA","2013 Q2","EXO_DESCIDUO","Odontólogo",3
"Continente","CS ABRAÃO","2013 Q3","EXO_DESCIDUO","Odontólogo",4
"Centro","CS AGRONÔMICA","2013 Q3","EXO_DESCIDUO","Odontólogo",30
"Sul","CS ALTO RIBEIRÃO","2013 Q3","EXO_DESCIDUO","Odontólogo",7
"Sul","CS ARMAÇÃO","2013 Q3","EXO_DESCIDUO","Odontólogo",4
"Continente","CS BALNEÁRIO","2013 Q3","EXO_DESCIDUO","Odontólogo",2
"Norte","CS BARRA DA LAGOA","2013 Q3","EXO_DESCIDUO","Odontólogo",14
"Norte","CS CACHOEIRA BOM JESUS","2013 Q3","EXO_DESCIDUO","Odontólogo",16
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q3","EXO_DESCIDUO","Odontólogo",1
"Sul","CS CAMPECHE","2013 Q3","EXO_DESCIDUO","Odontólogo",8
"Norte","CS CANASVIEIRAS","2013 Q3","EXO_DESCIDUO","Odontólogo",13
"Sul","CS CANTO DA LAGOA","2013 Q3","EXO_DESCIDUO","Odontólogo",1
"Continente","CS CAPOEIRAS","2013 Q3","EXO_DESCIDUO","Odontólogo",9
"Sul","CS CARIANOS","2013 Q3","EXO_DESCIDUO","Odontólogo",18
"Centro","CS CENTRO","2013 Q3","EXO_DESCIDUO","Odontólogo",8
"Continente","CS COLONINHA","2013 Q3","EXO_DESCIDUO","Odontólogo",6
"Continente","CS COQUEIROS","2013 Q3","EXO_DESCIDUO","Odontólogo",5
"Centro","CS CÓRREGO GRANDE","2013 Q3","EXO_DESCIDUO","Odontólogo",6
"Sul","CS COSTA DA LAGOA","2013 Q3","EXO_DESCIDUO","Odontólogo",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q3","EXO_DESCIDUO","Odontólogo",14
"Continente","CS ESTREITO","2013 Q3","EXO_DESCIDUO","Odontólogo",4
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q3","EXO_DESCIDUO","Odontólogo",3
"Norte","CS INGLESES","2013 Q3","EXO_DESCIDUO","Odontólogo",23
"Centro","CS ITACORUBI","2013 Q3","EXO_DESCIDUO","Odontólogo",27
"Continente","CS JARDIM ATLÂNTICO","2013 Q3","EXO_DESCIDUO","Odontólogo",8
"Centro","CS JOÃO PAULO","2013 Q3","EXO_DESCIDUO","Odontólogo",7
"Norte","CS JURERE","2013 Q3","EXO_DESCIDUO","Odontólogo",3
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q3","EXO_DESCIDUO","Odontólogo",4
"Continente","CS MONTE CRISTO","2013 Q3","EXO_DESCIDUO","Odontólogo",35
"Centro","CS MONTE SERRAT","2013 Q3","EXO_DESCIDUO","Odontólogo",8
"Sul","CS MORRO DAS PEDRAS","2013 Q3","EXO_DESCIDUO","Odontólogo",6
"Continente","CS NOVO CONTINENTE","2013 Q3","EXO_DESCIDUO","Odontólogo",12
"Centro","CS PANTANAL","2013 Q3","EXO_DESCIDUO","Odontólogo",1
"Sul","CS PANTANO DO SUL","2013 Q3","EXO_DESCIDUO","Odontólogo",6
"Norte","CS PONTA DAS CANAS","2013 Q3","EXO_DESCIDUO","Odontólogo",6
"Centro","CS PRAINHA","2013 Q3","EXO_DESCIDUO","Odontólogo",8
"Norte","CS RATONES","2013 Q3","EXO_DESCIDUO","Odontólogo",3
"Sul","CS RIBEIRÃO DA ILHA","2013 Q3","EXO_DESCIDUO","Odontólogo",5
"Sul","CS RIO TAVARES","2013 Q3","EXO_DESCIDUO","Odontólogo",7
"Norte","CS RIO VERMELHO","2013 Q3","EXO_DESCIDUO","Odontólogo",15
"Centro","CS SACO DOS LIMÕES","2013 Q3","EXO_DESCIDUO","Odontólogo",14
"Norte","CS SACO GRANDE","2013 Q3","EXO_DESCIDUO","Odontólogo",24
"Norte","CS SANTINHO","2013 Q3","EXO_DESCIDUO","Odontólogo",4
"Norte","CS SANTO ANTONIO LISBOA","2013 Q3","EXO_DESCIDUO","Odontólogo",16
"Continente","CS SAPE","2013 Q3","EXO_DESCIDUO","Odontólogo",3
"Sul","CS TAPERA","2013 Q3","EXO_DESCIDUO","Odontólogo",24
"Centro","CS TRINDADE","2013 Q3","EXO_DESCIDUO","Odontólogo",17
"Norte","CS VARGEM GRANDE","2013 Q3","EXO_DESCIDUO","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2013 Q3","EXO_DESCIDUO","Odontólogo",3
"Continente","CS VILA APARECIDA","2013 Q3","EXO_DESCIDUO","Odontólogo",2
"Continente","CS ABRAÃO","2013 Q4","EXO_DESCIDUO","Odontólogo",3
"Centro","CS AGRONÔMICA","2013 Q4","EXO_DESCIDUO","Odontólogo",22
"Sul","CS ALTO RIBEIRÃO","2013 Q4","EXO_DESCIDUO","Odontólogo",5
"Sul","CS ARMAÇÃO","2013 Q4","EXO_DESCIDUO","Odontólogo",2
"Continente","CS BALNEÁRIO","2013 Q4","EXO_DESCIDUO","Odontólogo",2
"Norte","CS BARRA DA LAGOA","2013 Q4","EXO_DESCIDUO","Odontólogo",5
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4","EXO_DESCIDUO","Odontólogo",17
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q4","EXO_DESCIDUO","Odontólogo",4
"Sul","CS CAMPECHE","2013 Q4","EXO_DESCIDUO","Odontólogo",7
"Norte","CS CANASVIEIRAS","2013 Q4","EXO_DESCIDUO","Odontólogo",16
"Sul","CS CANTO DA LAGOA","2013 Q4","EXO_DESCIDUO","Odontólogo",0
"Continente","CS CAPOEIRAS","2013 Q4","EXO_DESCIDUO","Odontólogo",6
"Sul","CS CARIANOS","2013 Q4","EXO_DESCIDUO","Odontólogo",14
"Centro","CS CENTRO","2013 Q4","EXO_DESCIDUO","Odontólogo",3
"Continente","CS COLONINHA","2013 Q4","EXO_DESCIDUO","Odontólogo",12
"Continente","CS COQUEIROS","2013 Q4","EXO_DESCIDUO","Odontólogo",8
"Centro","CS CÓRREGO GRANDE","2013 Q4","EXO_DESCIDUO","Odontólogo",2
"Sul","CS COSTA DA LAGOA","2013 Q4","EXO_DESCIDUO","Odontólogo",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4","EXO_DESCIDUO","Odontólogo",15
"Continente","CS ESTREITO","2013 Q4","EXO_DESCIDUO","Odontólogo",7
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4","EXO_DESCIDUO","Odontólogo",4
"Norte","CS INGLESES","2013 Q4","EXO_DESCIDUO","Odontólogo",13
"Centro","CS ITACORUBI","2013 Q4","EXO_DESCIDUO","Odontólogo",13
"Continente","CS JARDIM ATLÂNTICO","2013 Q4","EXO_DESCIDUO","Odontólogo",5
"Centro","CS JOÃO PAULO","2013 Q4","EXO_DESCIDUO","Odontólogo",6
"Norte","CS JURERE","2013 Q4","EXO_DESCIDUO","Odontólogo",1
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4","EXO_DESCIDUO","Odontólogo",4
"Continente","CS MONTE CRISTO","2013 Q4","EXO_DESCIDUO","Odontólogo",35
"Centro","CS MONTE SERRAT","2013 Q4","EXO_DESCIDUO","Odontólogo",14
"Sul","CS MORRO DAS PEDRAS","2013 Q4","EXO_DESCIDUO","Odontólogo",4
"Continente","CS NOVO CONTINENTE","2013 Q4","EXO_DESCIDUO","Odontólogo",5
"Centro","CS PANTANAL","2013 Q4","EXO_DESCIDUO","Odontólogo",5
"Sul","CS PANTANO DO SUL","2013 Q4","EXO_DESCIDUO","Odontólogo",7
"Norte","CS PONTA DAS CANAS","2013 Q4","EXO_DESCIDUO","Odontólogo",6
"Centro","CS PRAINHA","2013 Q4","EXO_DESCIDUO","Odontólogo",5
"Norte","CS RATONES","2013 Q4","EXO_DESCIDUO","Odontólogo",3
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4","EXO_DESCIDUO","Odontólogo",4
"Sul","CS RIO TAVARES","2013 Q4","EXO_DESCIDUO","Odontólogo",2
"Norte","CS RIO VERMELHO","2013 Q4","EXO_DESCIDUO","Odontólogo",8
"Centro","CS SACO DOS LIMÕES","2013 Q4","EXO_DESCIDUO","Odontólogo",6
"Norte","CS SACO GRANDE","2013 Q4","EXO_DESCIDUO","Odontólogo",26
"Norte","CS SANTINHO","2013 Q4","EXO_DESCIDUO","Odontólogo",2
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4","EXO_DESCIDUO","Odontólogo",10
"Continente","CS SAPE","2013 Q4","EXO_DESCIDUO","Odontólogo",1
"Sul","CS TAPERA","2013 Q4","EXO_DESCIDUO","Odontólogo",11
"Centro","CS TRINDADE","2013 Q4","EXO_DESCIDUO","Odontólogo",10
"Norte","CS VARGEM GRANDE","2013 Q4","EXO_DESCIDUO","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2013 Q4","EXO_DESCIDUO","Odontólogo",2
"Continente","CS VILA APARECIDA","2013 Q4","EXO_DESCIDUO","Odontólogo",1
"Continente","CS ABRAÃO","2014 Q1","EXO_DESCIDUO","Odontólogo",1
"Centro","CS AGRONÔMICA","2014 Q1","EXO_DESCIDUO","Odontólogo",22
"Sul","CS ALTO RIBEIRÃO","2014 Q1","EXO_DESCIDUO","Odontólogo",4
"Sul","CS ARMAÇÃO","2014 Q1","EXO_DESCIDUO","Odontólogo",10
"Continente","CS BALNEÁRIO","2014 Q1","EXO_DESCIDUO","Odontólogo",7
"Norte","CS BARRA DA LAGOA","2014 Q1","EXO_DESCIDUO","Odontólogo",11
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1","EXO_DESCIDUO","Odontólogo",1
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1","EXO_DESCIDUO","Odontólogo",4
"Sul","CS CAMPECHE","2014 Q1","EXO_DESCIDUO","Odontólogo",2
"Norte","CS CANASVIEIRAS","2014 Q1","EXO_DESCIDUO","Odontólogo",7
"Sul","CS CANTO DA LAGOA","2014 Q1","EXO_DESCIDUO","Odontólogo",3
"Continente","CS CAPOEIRAS","2014 Q1","EXO_DESCIDUO","Odontólogo",3
"Sul","CS CARIANOS","2014 Q1","EXO_DESCIDUO","Odontólogo",11
"Centro","CS CENTRO","2014 Q1","EXO_DESCIDUO","Odontólogo",4
"Continente","CS COLONINHA","2014 Q1","EXO_DESCIDUO","Odontólogo",5
"Continente","CS COQUEIROS","2014 Q1","EXO_DESCIDUO","Odontólogo",8
"Centro","CS CÓRREGO GRANDE","2014 Q1","EXO_DESCIDUO","Odontólogo",5
"Sul","CS COSTA DA LAGOA","2014 Q1","EXO_DESCIDUO","Odontólogo",0
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1","EXO_DESCIDUO","Odontólogo",21
"Continente","CS ESTREITO","2014 Q1","EXO_DESCIDUO","Odontólogo",8
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1","EXO_DESCIDUO","Odontólogo",9
"Norte","CS INGLESES","2014 Q1","EXO_DESCIDUO","Odontólogo",12
"Centro","CS ITACORUBI","2014 Q1","EXO_DESCIDUO","Odontólogo",11
"Continente","CS JARDIM ATLÂNTICO","2014 Q1","EXO_DESCIDUO","Odontólogo",3
"Centro","CS JOÃO PAULO","2014 Q1","EXO_DESCIDUO","Odontólogo",9
"Norte","CS JURERE","2014 Q1","EXO_DESCIDUO","Odontólogo",1
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1","EXO_DESCIDUO","Odontólogo",11
"Continente","CS MONTE CRISTO","2014 Q1","EXO_DESCIDUO","Odontólogo",23
"Centro","CS MONTE SERRAT","2014 Q1","EXO_DESCIDUO","Odontólogo",10
"Sul","CS MORRO DAS PEDRAS","2014 Q1","EXO_DESCIDUO","Odontólogo",10
"Continente","CS NOVO CONTINENTE","2014 Q1","EXO_DESCIDUO","Odontólogo",3
"Centro","CS PANTANAL","2014 Q1","EXO_DESCIDUO","Odontólogo",2
"Sul","CS PANTANO DO SUL","2014 Q1","EXO_DESCIDUO","Odontólogo",2
"Norte","CS PONTA DAS CANAS","2014 Q1","EXO_DESCIDUO","Odontólogo",6
"Centro","CS PRAINHA","2014 Q1","EXO_DESCIDUO","Odontólogo",14
"Norte","CS RATONES","2014 Q1","EXO_DESCIDUO","Odontólogo",2
"Sul","CS RIBEIRÃO DA ILHA","2014 Q1","EXO_DESCIDUO","Odontólogo",2
"Sul","CS RIO TAVARES","2014 Q1","EXO_DESCIDUO","Odontólogo",1
"Norte","CS RIO VERMELHO","2014 Q1","EXO_DESCIDUO","Odontólogo",17
"Centro","CS SACO DOS LIMÕES","2014 Q1","EXO_DESCIDUO","Odontólogo",10
"Norte","CS SACO GRANDE","2014 Q1","EXO_DESCIDUO","Odontólogo",31
"Norte","CS SANTINHO","2014 Q1","EXO_DESCIDUO","Odontólogo",0
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1","EXO_DESCIDUO","Odontólogo",25
"Continente","CS SAPE","2014 Q1","EXO_DESCIDUO","Odontólogo",6
"Sul","CS TAPERA","2014 Q1","EXO_DESCIDUO","Odontólogo",14
"Centro","CS TRINDADE","2014 Q1","EXO_DESCIDUO","Odontólogo",13
"Norte","CS VARGEM GRANDE","2014 Q1","EXO_DESCIDUO","Odontólogo",1
"Norte","CS VARGEM PEQUENA","2014 Q1","EXO_DESCIDUO","Odontólogo",2
"Continente","CS VILA APARECIDA","2014 Q1","EXO_DESCIDUO","Odontólogo",1
"Continente","CS ABRAÃO","2014 Q2","EXO_DESCIDUO","Odontólogo",2
"Centro","CS AGRONÔMICA","2014 Q2","EXO_DESCIDUO","Odontólogo",22
"Sul","CS ALTO RIBEIRÃO","2014 Q2","EXO_DESCIDUO","Odontólogo",10
"Sul","CS ARMAÇÃO","2014 Q2","EXO_DESCIDUO","Odontólogo",13
"Continente","CS BALNEÁRIO","2014 Q2","EXO_DESCIDUO","Odontólogo",1
"Norte","CS BARRA DA LAGOA","2014 Q2","EXO_DESCIDUO","Odontólogo",7
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2","EXO_DESCIDUO","Odontólogo",5
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q2","EXO_DESCIDUO","Odontólogo",4
"Sul","CS CAMPECHE","2014 Q2","EXO_DESCIDUO","Odontólogo",4
"Norte","CS CANASVIEIRAS","2014 Q2","EXO_DESCIDUO","Odontólogo",16
"Sul","CS CANTO DA LAGOA","2014 Q2","EXO_DESCIDUO","Odontólogo",5
"Continente","CS CAPOEIRAS","2014 Q2","EXO_DESCIDUO","Odontólogo",3
"Sul","CS CARIANOS","2014 Q2","EXO_DESCIDUO","Odontólogo",7
"Centro","CS CENTRO","2014 Q2","EXO_DESCIDUO","Odontólogo",0
"Continente","CS COLONINHA","2014 Q2","EXO_DESCIDUO","Odontólogo",3
"Continente","CS COQUEIROS","2014 Q2","EXO_DESCIDUO","Odontólogo",9
"Centro","CS CÓRREGO GRANDE","2014 Q2","EXO_DESCIDUO","Odontólogo",10
"Sul","CS COSTA DA LAGOA","2014 Q2","EXO_DESCIDUO","Odontólogo",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2","EXO_DESCIDUO","Odontólogo",16
"Continente","CS ESTREITO","2014 Q2","EXO_DESCIDUO","Odontólogo",10
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q2","EXO_DESCIDUO","Odontólogo",6
"Norte","CS INGLESES","2014 Q2","EXO_DESCIDUO","Odontólogo",6
"Centro","CS ITACORUBI","2014 Q2","EXO_DESCIDUO","Odontólogo",8
"Continente","CS JARDIM ATLÂNTICO","2014 Q2","EXO_DESCIDUO","Odontólogo",2
"Centro","CS JOÃO PAULO","2014 Q2","EXO_DESCIDUO","Odontólogo",8
"Norte","CS JURERE","2014 Q2","EXO_DESCIDUO","Odontólogo",2
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2","EXO_DESCIDUO","Odontólogo",7
"Continente","CS MONTE CRISTO","2014 Q2","EXO_DESCIDUO","Odontólogo",36
"Centro","CS MONTE SERRAT","2014 Q2","EXO_DESCIDUO","Odontólogo",10
"Sul","CS MORRO DAS PEDRAS","2014 Q2","EXO_DESCIDUO","Odontólogo",6
"Continente","CS NOVO CONTINENTE","2014 Q2","EXO_DESCIDUO","Odontólogo",6
"Centro","CS PANTANAL","2014 Q2","EXO_DESCIDUO","Odontólogo",3
"Sul","CS PANTANO DO SUL","2014 Q2","EXO_DESCIDUO","Odontólogo",3
"Norte","CS PONTA DAS CANAS","2014 Q2","EXO_DESCIDUO","Odontólogo",6
"Centro","CS PRAINHA","2014 Q2","EXO_DESCIDUO","Odontólogo",14
"Norte","CS RATONES","2014 Q2","EXO_DESCIDUO","Odontólogo",1
"Sul","CS RIBEIRÃO DA ILHA","2014 Q2","EXO_DESCIDUO","Odontólogo",3
"Sul","CS RIO TAVARES","2014 Q2","EXO_DESCIDUO","Odontólogo",3
"Norte","CS RIO VERMELHO","2014 Q2","EXO_DESCIDUO","Odontólogo",10
"Centro","CS SACO DOS LIMÕES","2014 Q2","EXO_DESCIDUO","Odontólogo",11
"Norte","CS SACO GRANDE","2014 Q2","EXO_DESCIDUO","Odontólogo",14
"Norte","CS SANTINHO","2014 Q2","EXO_DESCIDUO","Odontólogo",5
"Norte","CS SANTO ANTONIO LISBOA","2014 Q2","EXO_DESCIDUO","Odontólogo",15
"Continente","CS SAPE","2014 Q2","EXO_DESCIDUO","Odontólogo",7
"Sul","CS TAPERA","2014 Q2","EXO_DESCIDUO","Odontólogo",10
"Centro","CS TRINDADE","2014 Q2","EXO_DESCIDUO","Odontólogo",7
"Norte","CS VARGEM GRANDE","2014 Q2","EXO_DESCIDUO","Odontólogo",0
"Norte","CS VARGEM PEQUENA","2014 Q2","EXO_DESCIDUO","Odontólogo",2
"Continente","CS VILA APARECIDA","2014 Q2","EXO_DESCIDUO","Odontólogo",1
"Continente","CS ABRAÃO","2014 Q3","EXO_DESCIDUO","Odontólogo",5
"Centro","CS AGRONÔMICA","2014 Q3","EXO_DESCIDUO","Odontólogo",22
