"DISTRITO","UNIDADE","AREA","TRIMESTRE","TIPO","VALOR","ESPECIALIDADE"
"Continente","CS MONTE CRISTO","41","2013 Q1","EXO_DESCIDUO",7,"Odontólogo"
"Norte","CS VARGEM GRANDE","410","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS MONTE CRISTO","42","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS RIO VERMELHO","420","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS RIO VERMELHO","421","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS RIO VERMELHO","422","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS RIO VERMELHO","423","2013 Q1","EXO_DESCIDUO",6,"Odontólogo"
"Norte","CS RIO VERMELHO","424","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS MONTE CRISTO","43","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS INGLESES","431","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS INGLESES","432","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS INGLESES","433","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS INGLESES","434","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS INGLESES","435","2013 Q1","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS INGLESES","436","2013 Q1","EXO_DESCIDUO",6,"Odontólogo"
"Norte","CS INGLESES","437","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS INGLESES","438","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS MONTE CRISTO","44","2013 Q1","EXO_DESCIDUO",7,"Odontólogo"
"Norte","CS BARRA DA LAGOA","440","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS BARRA DA LAGOA","441","2013 Q1","EXO_DESCIDUO",4,"Odontólogo"
"Norte","CS BARRA DA LAGOA","442","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS MONTE CRISTO","45","2013 Q1","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS CANTO DA LAGOA","450","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS MONTE CRISTO","46","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS COSTA DA LAGOA","460","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Sul","CS LAGOA DA CONCEIÇÃO","470","2013 Q1","EXO_DESCIDUO",6,"Odontólogo"
"Sul","CS LAGOA DA CONCEIÇÃO","471","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS LAGOA DA CONCEIÇÃO","472","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS ABRAÃO","570","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS ABRAÃO","571","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS ABRAÃO","572","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS CAPOEIRAS","60","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS COQUEIROS","600","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS COQUEIROS","601","2013 Q1","EXO_DESCIDUO",4,"Odontólogo"
"Continente","CS COQUEIROS","602","2013 Q1","EXO_DESCIDUO",5,"Odontólogo"
"Continente","CS CAPOEIRAS","61","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS CAPOEIRAS","62","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS AGRONÔMICA","690","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS AGRONÔMICA","691","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Centro","CS AGRONÔMICA","692","2013 Q1","EXO_DESCIDUO",6,"Odontólogo"
"Centro","CS AGRONÔMICA","693","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS COLONINHA","70","2013 Q1","EXO_DESCIDUO",7,"Odontólogo"
"Continente","CS COLONINHA","71","2013 Q1","EXO_DESCIDUO",6,"Odontólogo"
"Continente","CS COLONINHA","72","2013 Q1","EXO_DESCIDUO",3,"Odontólogo"
"Sul","CS FAZENDA DO RIO TAVARES","780","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS FAZENDA DO RIO TAVARES","781","2013 Q1","EXO_DESCIDUO",4,"Odontólogo"
"Continente","CS ESTREITO","80","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS ESTREITO","81","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS ESTREITO","82","2013 Q1","EXO_DESCIDUO",5,"Odontólogo"
"Continente","CS ESTREITO","83","2013 Q1","EXO_DESCIDUO",2,"Odontólogo"
"Centro","CS TRINDADE","850","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS TRINDADE","851","2013 Q1","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS TRINDADE","852","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS TRINDADE","853","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS TRINDADE","854","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS VILA APARECIDA","90","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS VILA APARECIDA","91","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CENTRO","950","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CENTRO","951","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CENTRO","952","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS SANTINHO","980","2013 Q1","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS SANTINHO","981","2013 Q1","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS JARDIM ATLÂNTICO","10","2013 Q2","EXO_DESCIDUO",6,"Odontólogo"
"Continente","CS NOVO CONTINENTE","100","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS NOVO CONTINENTE","101","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS NOVO CONTINENTE","102","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS JARDIM ATLÂNTICO","11","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS MONTE SERRAT","120","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS MONTE SERRAT","121","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Centro","CS MONTE SERRAT","122","2013 Q2","EXO_DESCIDUO",8,"Odontólogo"
"Centro","CS PRAINHA","130","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS PRAINHA","131","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS PRAINHA","132","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS PANTANAL","160","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS PANTANAL","161","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS CÓRREGO GRANDE","170","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS CÓRREGO GRANDE","171","2013 Q2","EXO_DESCIDUO",6,"Odontólogo"
"Centro","CS CÓRREGO GRANDE","172","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS ITACORUBI","190","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Centro","CS ITACORUBI","191","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS ITACORUBI","192","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS ITACORUBI","193","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS BALNEÁRIO","20","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS CAIEIRA BARRA DO SUL","200","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS BALNEÁRIO","21","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS ALTO RIBEIRÃO","210","2013 Q2","EXO_DESCIDUO",6,"Odontólogo"
"Sul","CS RIBEIRÃO DA ILHA","220","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS PANTANO DO SUL","230","2013 Q2","EXO_DESCIDUO",7,"Odontólogo"
"Sul","CS ARMAÇÃO","240","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Sul","CS ARMAÇÃO","241","2013 Q2","EXO_DESCIDUO",7,"Odontólogo"
"Sul","CS ARMAÇÃO","242","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Sul","CS MORRO DAS PEDRAS","250","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS MORRO DAS PEDRAS","251","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS TAPERA","260","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS TAPERA","261","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS TAPERA","262","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS TAPERA","263","2013 Q2","EXO_DESCIDUO",8,"Odontólogo"
"Sul","CS CARIANOS","270","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS CARIANOS","271","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS CARIANOS","272","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS CAMPECHE","280","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS CAMPECHE","281","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS RIO TAVARES","290","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS RIO TAVARES","291","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS RIO TAVARES","292","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS RIO TAVARES","293","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS SAPE","30","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2013 Q2","EXO_DESCIDUO",9,"Odontólogo"
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Continente","CS SAPE","31","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","310","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","311","2013 Q2","EXO_DESCIDUO",6,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","312","2013 Q2","EXO_DESCIDUO",9,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","313","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","314","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS JOÃO PAULO","320","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS JOÃO PAULO","321","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS SACO GRANDE","330","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Norte","CS SACO GRANDE","331","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Norte","CS SACO GRANDE","332","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS SACO GRANDE","333","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS SACO GRANDE","334","2013 Q2","EXO_DESCIDUO",6,"Odontólogo"
"Norte","CS SACO GRANDE","335","2013 Q2","EXO_DESCIDUO",7,"Odontólogo"
"Norte","CS VARGEM PEQUENA","340","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Norte","CS RATONES","350","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS RATONES","351","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS SANTO ANTONIO LISBOA","360","2013 Q2","EXO_DESCIDUO",10,"Odontólogo"
"Norte","CS SANTO ANTONIO LISBOA","361","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS PONTA DAS CANAS","370","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS PONTA DAS CANAS","371","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS CANASVIEIRAS","380","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS CANASVIEIRAS","381","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS CANASVIEIRAS","382","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS CANASVIEIRAS","383","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS CANASVIEIRAS","384","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS JURERE","390","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS MONTE CRISTO","40","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS CACHOEIRA BOM JESUS","400","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS CACHOEIRA BOM JESUS","401","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS MONTE CRISTO","41","2013 Q2","EXO_DESCIDUO",15,"Odontólogo"
"Norte","CS VARGEM GRANDE","410","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS MONTE CRISTO","42","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS RIO VERMELHO","420","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS RIO VERMELHO","421","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS RIO VERMELHO","422","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS RIO VERMELHO","423","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS RIO VERMELHO","424","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Continente","CS MONTE CRISTO","43","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS INGLESES","431","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS INGLESES","432","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS INGLESES","433","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS INGLESES","434","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS INGLESES","435","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS INGLESES","436","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS INGLESES","437","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS INGLESES","438","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS MONTE CRISTO","44","2013 Q2","EXO_DESCIDUO",7,"Odontólogo"
"Norte","CS BARRA DA LAGOA","440","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS BARRA DA LAGOA","441","2013 Q2","EXO_DESCIDUO",8,"Odontólogo"
"Norte","CS BARRA DA LAGOA","442","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS MONTE CRISTO","45","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS CANTO DA LAGOA","450","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS MONTE CRISTO","46","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS COSTA DA LAGOA","460","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS LAGOA DA CONCEIÇÃO","470","2013 Q2","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS LAGOA DA CONCEIÇÃO","471","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS LAGOA DA CONCEIÇÃO","472","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS ABRAÃO","570","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS ABRAÃO","571","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS ABRAÃO","572","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS CAPOEIRAS","60","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS COQUEIROS","600","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS COQUEIROS","601","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS COQUEIROS","602","2013 Q2","EXO_DESCIDUO",7,"Odontólogo"
"Continente","CS CAPOEIRAS","61","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS CAPOEIRAS","62","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS AGRONÔMICA","690","2013 Q2","EXO_DESCIDUO",9,"Odontólogo"
"Centro","CS AGRONÔMICA","691","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS AGRONÔMICA","692","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS AGRONÔMICA","693","2013 Q2","EXO_DESCIDUO",5,"Odontólogo"
"Continente","CS COLONINHA","70","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS COLONINHA","71","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS COLONINHA","72","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS FAZENDA DO RIO TAVARES","780","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Sul","CS FAZENDA DO RIO TAVARES","781","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS ESTREITO","80","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS ESTREITO","81","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS ESTREITO","82","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS ESTREITO","83","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS TRINDADE","850","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Centro","CS TRINDADE","851","2013 Q2","EXO_DESCIDUO",6,"Odontólogo"
"Centro","CS TRINDADE","852","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Centro","CS TRINDADE","853","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS TRINDADE","854","2013 Q2","EXO_DESCIDUO",2,"Odontólogo"
"Continente","CS VILA APARECIDA","90","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS VILA APARECIDA","91","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CENTRO","950","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CENTRO","951","2013 Q2","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CENTRO","952","2013 Q2","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS SANTINHO","980","2013 Q2","EXO_DESCIDUO",6,"Odontólogo"
"Norte","CS SANTINHO","981","2013 Q2","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS JARDIM ATLÂNTICO","10","2013 Q3","EXO_DESCIDUO",4,"Odontólogo"
"Continente","CS NOVO CONTINENTE","100","2013 Q3","EXO_DESCIDUO",4,"Odontólogo"
"Continente","CS NOVO CONTINENTE","101","2013 Q3","EXO_DESCIDUO",8,"Odontólogo"
"Continente","CS NOVO CONTINENTE","102","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS JARDIM ATLÂNTICO","11","2013 Q3","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS MONTE SERRAT","120","2013 Q3","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS MONTE SERRAT","121","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS MONTE SERRAT","122","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS PRAINHA","130","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Centro","CS PRAINHA","131","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS PRAINHA","132","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Centro","CS PANTANAL","160","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS PANTANAL","161","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CÓRREGO GRANDE","170","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS CÓRREGO GRANDE","171","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS CÓRREGO GRANDE","172","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Centro","CS ITACORUBI","190","2013 Q3","EXO_DESCIDUO",4,"Odontólogo"
"Centro","CS ITACORUBI","191","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Centro","CS ITACORUBI","192","2013 Q3","EXO_DESCIDUO",14,"Odontólogo"
"Centro","CS ITACORUBI","193","2013 Q3","EXO_DESCIDUO",7,"Odontólogo"
"Continente","CS BALNEÁRIO","20","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS CAIEIRA BARRA DO SUL","200","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Continente","CS BALNEÁRIO","21","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Sul","CS ALTO RIBEIRÃO","210","2013 Q3","EXO_DESCIDUO",7,"Odontólogo"
"Sul","CS RIBEIRÃO DA ILHA","220","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS PANTANO DO SUL","230","2013 Q3","EXO_DESCIDUO",6,"Odontólogo"
"Sul","CS ARMAÇÃO","240","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS ARMAÇÃO","241","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Sul","CS ARMAÇÃO","242","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Sul","CS MORRO DAS PEDRAS","250","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS MORRO DAS PEDRAS","251","2013 Q3","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS TAPERA","260","2013 Q3","EXO_DESCIDUO",4,"Odontólogo"
"Sul","CS TAPERA","261","2013 Q3","EXO_DESCIDUO",6,"Odontólogo"
"Sul","CS TAPERA","262","2013 Q3","EXO_DESCIDUO",7,"Odontólogo"
"Sul","CS TAPERA","263","2013 Q3","EXO_DESCIDUO",7,"Odontólogo"
"Sul","CS CARIANOS","270","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS CARIANOS","271","2013 Q3","EXO_DESCIDUO",12,"Odontólogo"
"Sul","CS CARIANOS","272","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS CAMPECHE","280","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Sul","CS CAMPECHE","281","2013 Q3","EXO_DESCIDUO",7,"Odontólogo"
"Sul","CS RIO TAVARES","290","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS RIO TAVARES","291","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS RIO TAVARES","292","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Sul","CS RIO TAVARES","293","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS SAPE","30","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS COSTEIRA DO PIRAJUBAÉ","300","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2013 Q3","EXO_DESCIDUO",7,"Odontólogo"
"Continente","CS SAPE","31","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","310","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","311","2013 Q3","EXO_DESCIDUO",6,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","312","2013 Q3","EXO_DESCIDUO",6,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","313","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Centro","CS SACO DOS LIMÕES","314","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Centro","CS JOÃO PAULO","320","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Centro","CS JOÃO PAULO","321","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS SACO GRANDE","330","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS SACO GRANDE","331","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS SACO GRANDE","332","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS SACO GRANDE","333","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS SACO GRANDE","334","2013 Q3","EXO_DESCIDUO",6,"Odontólogo"
"Norte","CS SACO GRANDE","335","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS VARGEM PEQUENA","340","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS RATONES","350","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS RATONES","351","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS SANTO ANTONIO LISBOA","360","2013 Q3","EXO_DESCIDUO",7,"Odontólogo"
"Norte","CS SANTO ANTONIO LISBOA","361","2013 Q3","EXO_DESCIDUO",9,"Odontólogo"
"Norte","CS PONTA DAS CANAS","370","2013 Q3","EXO_DESCIDUO",6,"Odontólogo"
"Norte","CS PONTA DAS CANAS","371","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS CANASVIEIRAS","380","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Norte","CS CANASVIEIRAS","381","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS CANASVIEIRAS","382","2013 Q3","EXO_DESCIDUO",2,"Odontólogo"
"Norte","CS CANASVIEIRAS","383","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Norte","CS CANASVIEIRAS","384","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Norte","CS JURERE","390","2013 Q3","EXO_DESCIDUO",3,"Odontólogo"
"Continente","CS MONTE CRISTO","40","2013 Q3","EXO_DESCIDUO",8,"Odontólogo"
"Norte","CS CACHOEIRA BOM JESUS","400","2013 Q3","EXO_DESCIDUO",11,"Odontólogo"
"Norte","CS CACHOEIRA BOM JESUS","401","2013 Q3","EXO_DESCIDUO",5,"Odontólogo"
"Continente","CS MONTE CRISTO","41","2013 Q3","EXO_DESCIDUO",9,"Odontólogo"
"Norte","CS VARGEM GRANDE","410","2013 Q3","EXO_DESCIDUO",0,"Odontólogo"
"Continente","CS MONTE CRISTO","42","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
"Norte","CS RIO VERMELHO","420","2013 Q3","EXO_DESCIDUO",1,"Odontólogo"
